completions/train/mean_length,actor/train/kl,_step,rewards/train/score/mean
144.25,0.1443442851305008,87,3.7375
168.5,0.009488031268119812,88,12.0625
231.25,0.038984596729278564,89,8.58125
240.75,0.009845499880611897,90,5.500000000000001
504.5,0.05757454037666321,91,3.1625000000000005
181.75,0.015684960409998894,92,12.2
128.875,0.036817967891693115,93,9.2375
205.375,0.056341446936130524,94,9.15
159.75,0.03060181625187397,95,9.825
440.375,0.05538925528526306,96,6.525
384.875,0.019466156139969826,97,5.28125
478.625,0.017146026715636253,98,2.7750000000000004
149.0,0.004240348003804684,99,8.262500000000001
483.0,0.034298330545425415,100,4.81875
173.375,0.014171401970088482,101,7.312500000000001
210.0,0.05794404447078705,102,9.33125
275.125,0.0261928029358387,103,7.312500000000001
148.75,0.019301384687423706,104,11.600000000000001
152.875,0.04343821853399277,105,8.675
151.375,0.008817030116915703,106,8.700000000000001
309.125,0.055118683725595474,107,5.6375
194.5,0.027981383726000786,108,6.9437500000000005
261.0,0.037327706813812256,109,8.100000000000001
122.25,0.03921318054199219,110,8.8
284.75,0.03395594283938408,111,5.950000000000001
483.625,0.028554566204547882,112,4.0875
85.5,0.007529147434979677,113,11.3
211.625,0.12210796773433685,114,10.9
148.25,0.020234979689121246,115,11.35
222.125,0.028456756845116615,116,6.7875000000000005
450.0,0.018231499940156937,117,2.1624999999999996
278.25,0.0031493399292230606,118,7.3875
174.75,0.028798021376132965,119,12.5
119.75,0.0501105859875679,120,11.600000000000001
142.875,0.053322747349739075,121,10.75
216.0,0.048991743475198746,122,8.225
246.75,0.04545658454298973,123,8.475000000000001
391.625,0.027052050456404686,124,4.56875
230.75,0.009120889008045197,125,7.4
84.625,0.03330579027533531,126,10.9875
194.75,0.10563338547945023,127,9.95625
166.875,0.03981885686516762,128,11.1875
239.75,0.03606922924518585,129,6.375
278.125,0.034135907888412476,130,7.30625
392.125,0.0011974626686424017,131,6.2
104.0,0.02626652456820011,132,9.0
312.625,0.11797129362821579,133,8.225
172.375,0.01340067945420742,134,9.5625
327.25,0.06165909394621849,135,6.637500000000001
262.375,0.05299701541662216,136,7.025
349.125,0.054371170699596405,137,6.050000000000001
205.0,0.03286484628915787,138,10.21875
172.5,0.04496590048074722,139,10.6
119.625,0.02649603597819805,140,11.162500000000001
266.5,0.04231075942516327,141,4.425000000000001
216.5,0.018582964316010475,142,6.8125
162.5,0.003621131181716919,143,11.3125
120.5,0.06443613022565842,144,12.5
106.5,0.03565427288413048,145,10.8625
133.125,0.11019439995288849,146,11.2875
263.625,0.05545971170067787,147,8.11875
563.125,0.03499437868595123,148,3.7625
191.0,0.010772448033094406,149,11.3875
136.625,0.0637814924120903,150,9.0
195.375,0.05991406366229057,151,11.175
127.875,0.022137369960546494,152,9.55
257.875,0.08154168725013733,153,11.3
341.875,0.09127595275640488,154,6.1375
254.0,0.0253852978348732,155,8.3
169.875,0.046947725117206573,156,10.3
457.25,0.044885244220495224,157,6.3125
241.25,0.03211589157581329,158,9.8
118.125,0.0175945945084095,159,12.5
201.5,0.11226166039705276,160,8.50625
152.375,0.07851969450712204,161,9.1375
229.125,0.04840945824980736,162,7.925
115.0,0.08169026672840118,163,9.2125
284.625,0.28249409794807434,164,7.768750000000001
198.875,0.016201302409172058,165,12.0625
220.5,0.06764382123947144,166,10.0
153.0,0.04625849798321724,167,7.025
201.125,0.06925909221172333,168,11.2875
170.875,0.03410135582089424,169,11.875
202.75,0.0588626004755497,170,9.7625
169.0,0.05835573747754097,171,9.5625
112.875,0.06343082338571548,172,12.5
195.25,0.1273232400417328,173,9.6375
217.125,0.057509686797857285,174,9.25
113.0,0.05078541487455368,175,9.0
292.875,0.09207433462142944,176,10.475
462.125,0.04744960367679596,177,5.775
412.0,0.015889324247837067,178,6.2
125.375,0.02683366648852825,179,12.5
301.625,0.052078813314437866,180,9.475
221.5,0.06288594007492065,181,7.4125
215.75,0.0576530396938324,182,9.875
128.0,0.05360899493098259,183,12.5
488.375,0.08809563517570496,184,4.075
120.875,0.037506964057683945,185,12.0625
157.5,0.02431594207882881,186,10.225
279.5,0.11601065844297409,187,7.4625
396.375,0.053473006933927536,188,6.85
447.0,0.036150820553302765,189,6.05625
217.375,0.04702942445874214,190,9.0
114.125,0.0625007152557373,191,11.1375
545.125,0.13429266214370728,192,5.65625
128.5,0.010255642235279083,193,10.625
157.375,0.13995957374572754,194,11.0625
208.375,0.06424613296985626,195,9.2375
160.25,0.039035242050886154,196,9.4375
256.0,0.09560150653123856,197,11.9375
152.625,0.08993850648403168,198,11.1375
131.25,0.057130880653858185,199,9.25
246.875,0.05462931469082832,200,7.025
80.875,0.020500222221016884,201,11.625
250.25,0.11645515263080597,202,9.125
149.5,0.06254979223012924,203,12.0625
207.75,0.07740906625986099,204,9.325
311.5,0.06198225915431976,205,10.9875
406.625,0.052327267825603485,206,6.887499999999999
189.125,0.035367559641599655,207,10.75
155.625,0.047777894884347916,208,12.5
194.75,0.06166626513004303,209,9.4375
138.75,0.08003393560647964,210,12.5
202.0,0.08665122836828232,211,11.625
186.875,0.04860689491033554,212,9.2625
172.375,0.049022141844034195,213,11.35
153.0,0.041745997965335846,214,12.0625
187.25,0.07860030978918076,215,10.8125
224.0,0.052515964955091476,216,10.9875
653.5,0.04827577993273735,217,3.4250000000000003
244.625,0.011903347447514534,218,10.9875
122.375,0.028263188898563385,219,9.6
212.25,0.12007947266101837,220,12.0625
421.5,0.09751680493354797,221,7.8125
201.0,0.021145371720194817,222,9.2875
157.5,0.049983128905296326,223,12.1875
350.375,0.09832316637039185,224,7.15
306.25,0.05401115119457245,225,8.6625
157.875,0.06997408717870712,226,10.8875
249.5,0.08088843524456024,227,8.8
215.25,0.06390992552042007,228,11.1875
217.5,0.051452744752168655,229,11.625
382.625,0.07409940659999847,230,7.925
134.0,0.021245218813419342,231,9.975
132.75,0.12146031856536865,232,9.1
768.0,0.08381236344575882,233,0.40000000000000013
305.375,0.012374278157949448,234,8.2375
358.75,0.030581556260585785,235,9.15625
206.125,0.07146315276622772,236,10.3125
126.875,0.11252434551715851,237,9.5
213.0,0.07328919321298599,238,12.5
167.0,0.07442312687635422,239,12.5
128.25,0.08678898960351944,240,12.5
381.5,0.12535357475280762,241,8.368749999999999
241.25,0.04006212204694748,242,7.925
158.375,0.041634928435087204,243,11.625
202.5,0.0646771788597107,244,11.625
236.125,0.05466155335307121,245,12.0625
217.0,0.03939870744943619,246,12.35
547.25,0.04981719329953194,247,5.300000000000001
190.0,0.010042195208370686,248,9.5375
168.625,0.056719545274972916,249,9.0
136.25,0.059251874685287476,250,11.25
569.0,0.061267077922821045,251,3.9250000000000003
228.875,0.013362889178097248,252,9.0
136.625,0.06445557624101639,253,12.5
101.625,0.06791570037603378,254,12.5
323.875,0.22456324100494385,255,8.3625
260.375,0.04607529565691948,256,9.84375
284.375,0.04335533082485199,257,9.875
143.625,0.09612156450748444,258,9.5
135.5,0.1434890329837799,259,9.0
180.25,0.03490740805864334,260,9.375
212.625,0.08190645277500153,261,12.0625
115.5,0.08112435042858124,262,9.4375
277.75,0.10155507922172546,263,9.05
153.125,0.07778342813253403,264,12.5
227.5,0.10602563619613647,265,8.2875
277.25,0.08326476812362671,266,3.7125
557.0,0.08085193485021591,267,4.4625
242.125,0.016979975625872612,268,9.5375
129.125,0.0776781216263771,269,9.15625
219.625,0.06530608981847763,270,9.78125
140.875,0.0987343043088913,271,10.0
141.25,0.12322425842285156,272,11.1875
363.5,0.10266919434070587,273,7.06875
114.75,0.043361175805330276,274,12.5
267.75,0.13991761207580566,275,7.45
346.0,0.06413056701421738,276,12.5
229.625,0.03292438015341759,277,9.28125
393.25,0.07490864396095276,278,9.175
333.375,0.026620985940098763,279,9.0
150.25,0.05177535116672516,280,11.35
93.5,0.16024282574653625,281,12.5
237.625,0.12633736431598663,282,9.15625
183.75,0.06792545318603516,283,8.6625
550.5,0.07238835096359253,284,3.625
304.75,0.039867766201496124,285,11.09375
635.125,0.056633614003658295,286,0.8500000000000001
325.375,0.020357279106974602,287,7.925
77.0,0.03580028936266899,288,12.5
156.875,0.11952024698257446,289,12.0625
185.125,0.11400747299194336,290,12.5
143.25,0.10268321633338928,291,10.3125
273.875,0.10805218666791916,292,9.0
222.875,0.08120961487293243,293,9.875
174.5,0.06620517373085022,294,12.0625
166.0,0.12826962769031525,295,12.0625
266.25,0.0946139544248581,296,7.925
272.75,0.0494263581931591,297,10.9875
201.25,0.06974616646766663,298,9.875
169.0,0.1308581680059433,299,10.75
299.0,0.13820327818393707,300,7.925
237.25,0.05641309171915054,301,10.625
177.875,0.09816840291023254,302,12.5
148.875,0.12712469696998596,303,12.5
110.5,0.10695015639066696,304,12.5
118.625,0.15076370537281036,305,8.225
204.75,0.15330636501312256,306,10.65625
389.0,0.13695240020751953,307,7.65
347.125,0.052306413650512695,308,7.9875
91.625,0.04406818747520447,309,12.5
530.0,0.10512348264455795,310,4.6625000000000005
309.25,0.0325959287583828,311,8.962499999999999
305.25,0.06083991006016731,312,7.15
109.0,0.05453953146934509,313,12.5
226.75,0.18559376895427704,314,11.1875
168.25,0.0787179172039032,315,12.5
193.375,0.15687832236289978,316,12.5
221.25,0.09553097188472748,317,9.4375
246.25,0.05337507277727127,318,9.0
96.0,0.0795125886797905,319,12.0625
357.625,0.1635242998600006,320,8.5375
202.0,0.047896746546030045,321,10.3125
138.5,0.06606747955083847,322,12.0625
398.75,0.200087308883667,323,6.35
128.25,0.024111639708280563,324,5.6375
503.875,0.04997330158948898,325,5.1375
291.625,0.022631103172898293,326,12.21875
176.5,0.04333550110459328,327,9.15625
274.0,0.028593743219971657,328,7.925
129.125,0.06554208695888519,329,11.25
183.875,0.12377645075321198,330,10.875
176.625,0.09760712087154388,331,10.3125
158.875,0.13799361884593964,332,12.5
224.25,0.10533478111028671,333,9.4375
122.25,0.13535423576831818,334,10.75
253.875,0.11487599462270737,335,9.4375
299.125,0.08016934990882874,336,11.25
355.625,0.06837975978851318,337,7.4125
182.625,0.03150999918580055,338,8.69375
194.875,0.14155513048171997,339,9.4375
207.5,0.1488925665616989,340,12.5
236.875,0.08515428751707077,341,10.55
240.75,0.08107386529445648,342,10.75
227.5,0.08671797811985016,343,12.21875
172.5,0.07973406463861465,344,12.5
153.0,0.13595284521579742,345,9.4375
182.875,0.11778785288333893,346,12.5
152.375,0.11693669110536575,347,12.5
478.625,0.0791814848780632,348,6.3375
218.5,0.027533430606126785,349,11.35
516.625,0.053762730211019516,350,6.025
617.875,0.03699517622590065,351,2.9875000000000003
179.625,0.0371272973716259,352,10.0625
103.875,0.13274148106575012,353,9.875
321.625,0.1838134229183197,354,8.725
233.5,0.05330725386738777,355,9.0
236.375,0.07618187367916107,356,9.0
336.375,0.09488079696893692,357,8.6
345.25,0.06363394856452942,358,9.4375
129.625,0.08416258543729782,359,9.4375
453.125,0.09084879606962204,360,6.375
98.5,0.049991462379693985,361,12.0625
129.75,0.11535371094942093,362,11.59375
149.5,0.15423525869846344,363,10.75
108.75,0.08937565982341766,364,11.625
164.875,0.1430271714925766,365,10.3125
142.75,0.14824873208999634,366,12.5
208.0,0.09517323970794678,367,9.4375
271.0,0.07560161501169205,368,7.925
177.375,0.07784934341907501,369,12.5
225.625,0.08251117914915085,370,11.0625
277.375,0.06791986525058746,371,9.475
270.5,0.05978238955140114,372,8.2625
155.25,0.08960458636283875,373,9.875
350.375,0.1385633945465088,374,8.5125
156.0,0.07400183379650116,375,12.5
94.375,0.09878624230623245,376,11.625
197.0,0.16273419559001923,377,11.625
179.0,0.12701040506362915,378,10.3125
241.875,0.10153167694807053,379,11.1875
153.75,0.09165694564580917,380,10.03125
123.25,0.15225248038768768,381,12.0625
139.125,0.07768089324235916,382,12.5
299.125,0.12288325279951096,383,12.5
241.375,0.09169252216815948,384,11.625
277.25,0.0794658437371254,385,12.21875
197.875,0.052540373057127,386,11.625
143.875,0.06348641961812973,387,12.5
136.5,0.15440791845321655,388,12.5
249.75,0.10403743386268616,389,11.625
253.875,0.11709699779748917,390,9.125
94.25,0.07923462986946106,391,12.0625
300.25,0.06319916248321533,392,9.15625
131.0,0.07578253000974655,393,11.625
67.125,0.1292019933462143,394,12.5
125.875,0.1904713660478592,395,12.0625
528.625,0.11300479620695114,396,6.074999999999999
188.75,0.06039378419518471,397,10.875
192.75,0.09520494192838669,398,9.1
223.625,0.11690164357423782,399,9.875
162.0,0.08205542713403702,400,9.0
303.0,0.08465702831745148,401,11.1875
90.875,0.09665520489215851,402,12.5
230.125,0.1321684867143631,403,11.625
183.125,0.08384808152914047,404,9.0
212.25,0.11786582320928574,405,11.1875
278.125,0.07702247053384781,406,9.0
288.0,0.1061457097530365,407,9.21875
136.0,0.08092611283063889,408,12.1875
124.375,0.10239645093679428,409,12.0625
169.75,0.1127651184797287,410,12.0625
188.25,0.11294469237327576,411,11.4375
224.25,0.09855344891548157,412,11.75
146.25,0.05086969584226608,413,10.9375
169.25,0.08237588405609131,414,10.875
171.875,0.124492347240448,415,10.625
104.25,0.11477819830179214,416,12.5
250.125,0.17211364209651947,417,9.75
156.875,0.08274093270301819,418,9.0
151.875,0.13000133633613586,419,11.1875
214.75,0.11134056746959686,420,10.875
199.125,0.12729887664318085,421,9.75
132.0,0.07545799016952515,422,12.5
106.125,0.0815483033657074,423,10.3125
234.0,0.10494130104780197,424,9.0
104.625,0.15057708323001862,425,12.5
279.375,0.1554604023694992,426,11.375
152.75,0.10880067199468613,427,8.350000000000001
295.25,0.10357299447059631,428,10.3125
215.0,0.11463899165391922,429,9.125
205.125,0.08245212584733963,430,10.125
238.75,0.09526768326759338,431,8.225
213.5,0.10645633935928345,432,10.875
103.25,0.11199726164340973,433,9.0
190.75,0.13873478770256042,434,11.1875
250.125,0.10362538695335388,435,9.75
206.75,0.10000268369913101,436,10.3125
196.625,0.09687990695238113,437,12.5
319.875,0.17482580244541168,438,7.4375
257.25,0.13391703367233276,439,10.3125
200.125,0.09090080857276917,440,10.75
291.875,0.0655609592795372,441,9.0
222.125,0.05460140109062195,442,9.4375
262.25,0.13514432311058044,443,9.40625
156.625,0.11192866414785385,444,9.875
203.875,0.08612870424985886,445,10.0
400.125,0.13353048264980316,446,8.38125
218.375,0.05470927432179451,447,9.4375
155.75,0.1149008646607399,448,12.5
240.25,0.08103673160076141,449,9.875
148.5,0.09897889196872711,450,9.0
201.25,0.15633819997310638,451,9.5
318.75,0.09307412803173065,452,9.0
232.0,0.07609794288873672,453,9.875
230.125,0.0861445739865303,454,10.75
193.5,0.0633862242102623,455,12.0625
170.0,0.22524619102478027,456,9.0
124.5,0.12164200097322464,457,12.5
155.5,0.14637726545333862,458,9.0
167.125,0.13337741792201996,459,10.3125
166.0,0.14065244793891907,460,12.5
259.0,0.06629035621881485,461,9.5625
165.75,0.07359597086906433,462,10.375
310.5,0.08476103842258453,463,9.925
217.0,0.07129460573196411,464,8.6625
195.875,0.1413865089416504,465,9.875
224.5,0.11297129094600677,466,8.08125
198.25,0.12238775938749313,467,9.4375
102.5,0.14120028913021088,468,9.0
768.0,0.10473950952291489,469,0.40000000000000013
194.0,0.015537871979176998,470,11.4375
141.75,0.10057581961154938,471,12.5
343.75,0.13749104738235474,472,6.85
359.5,0.049555130302906036,473,7.725
199.125,0.058169350028038025,474,12.5
82.75,0.06603168696165085,475,12.0625
146.875,0.1860864907503128,476,10.3125
181.125,0.15766257047653198,477,9.0
225.75,0.12742528319358826,478,10.75
154.5,0.10323293507099152,479,12.5
85.125,0.12636831402778625,480,12.5
180.5,0.23006679117679596,481,11.1875
218.5,0.12576350569725037,482,9.25
180.125,0.09247046709060669,483,11.1875
345.0,0.09154659509658813,484,10.3125
130.25,0.06408613175153732,485,9.125
255.875,0.153135746717453,486,8.8
114.0,0.0948297306895256,487,12.5
333.0,0.23620858788490295,488,8.712499999999999
231.25,0.14359620213508606,489,9.0
164.25,0.13041730225086212,490,12.5
151.0,0.08829523622989655,491,12.5
184.25,0.05438747629523277,492,9.0
137.875,0.13955320417881012,493,9.875
202.625,0.15399548411369324,494,10.3125
146.125,0.11769569665193558,495,9.28125
176.75,0.13215984404087067,496,12.5
176.25,0.12715113162994385,497,10.8125
141.5,0.1224348172545433,498,10.75
179.0,0.15600846707820892,499,10.0
,0.08738914877176285,500,
