completions/train/mean_length,_step,rewards/train/score/mean,actor/train/kl
124.5,185,9.65625,0.05377478897571564
222.375,186,9.03125,0.04573078081011772
301.4375,187,4.59375,0.09761776775121689
291.6875,188,3.640625,0.054082173854112625
403.25,189,3.0625,0.03744819015264511
286.9375,190,4.0,0.04638585075736046
118.625,191,10.0,0.043745774775743484
503.75,192,4.25,0.09100321680307388
138.25,193,7.40625,0.010117236524820328
196.0625,194,8.25,0.06647384166717529
221.0625,195,8.96875,0.08871258050203323
162.5,196,5.53125,0.048199478536844254
291.625,197,8.484375,0.08534875512123108
112.75,198,7.59375,0.0885029211640358
150.0,199,5.25,0.07437209784984589
260.75,200,9.21875,0.08083821833133698
106.0625,201,9.65625,0.039886970072984695
428.5625,202,2.3125,0.13534629344940186
152.3125,203,8.625,0.033453889191150665
210.8125,204,8.28125,0.09861519932746887
225.375,205,5.53125,0.05562702566385269
504.25,206,5.5,0.08128775656223297
155.6875,207,6.5625,0.036051806062459946
177.0625,208,10.0,0.046060968190431595
198.375,209,6.65625,0.0654713436961174
158.6875,210,10.0,0.08152703195810318
243.625,211,10.0,0.09036543220281601
246.9375,212,8.96875,0.018017444759607315
165.6875,213,9.9375,0.056832753121852875
171.0625,214,9.8125,0.0566052608191967
177.625,215,7.046875,0.0978078693151474
258.0625,216,6.78125,0.06184213608503342
655.6875,217,1.0625,0.04790806770324707
174.0,218,9.3125,0.009437437169253826
115.25,219,7.9375,0.038373302668333054
223.3125,220,8.9375,0.1592717170715332
324.125,221,6.28125,0.08738298714160919
232.8125,222,7.796875,0.0385691300034523
164.625,223,10.0,0.05620705336332321
287.4375,224,4.0,0.07504884153604507
400.25,225,3.25,0.06900761276483536
180.6875,226,9.34375,0.05891672149300575
442.5,227,3.78125,0.08495491743087769
219.25,228,9.3125,0.03862728923559189
233.0,229,9.125,0.0532539002597332
603.25,230,1.6875,0.04023034870624542
124.0625,231,9.65625,0.016119468957185745
184.625,232,4.65625,0.1261768490076065
650.8125,233,0.6875,0.05570204183459282
458.75,234,2.75,0.012836105190217495
465.5625,235,4.0625,0.021962840110063553
185.875,236,9.3125,0.037990354001522064
137.9375,237,5.0,0.10563160479068756
245.8125,238,9.34375,0.05895710736513138
165.9375,239,10.0,0.05147082731127739
165.3125,240,9.75,0.07704512774944305
696.5,241,0.4375,0.11450900882482529
203.8125,242,6.203125,0.010552696883678436
131.875,243,9.65625,0.05914536118507385
273.625,244,8.34375,0.09366952627897263
256.5625,245,10.0,0.03686027228832245
217.5625,246,9.75,0.02733553573489189
401.1875,247,7.5,0.035387881100177765
214.1875,248,5.1875,0.01930493861436844
272.5,249,4.90625,0.03492635488510132
149.0625,250,8.96875,0.048787981271743774
442.8125,251,2.84375,0.06772629916667938
333.875,252,4.3125,0.012575322762131691
132.5,253,10.0,0.05604269355535507
107.0625,254,9.65625,0.07599607110023499
338.0625,255,4.59375,0.20869359374046326
245.4375,256,5.375,0.03395392745733261
242.8125,257,8.28125,0.031230323016643524
176.3125,258,5.0,0.10356802493333817
132.9375,259,5.0,0.0931701809167862
168.1875,260,5.078125,0.044458288699388504
210.5,261,9.9375,0.10154329240322113
178.6875,262,5.90625,0.05943720415234566
297.5625,263,10.0,0.06106792762875557
145.3125,264,10.0,0.0742558017373085
234.9375,265,4.53125,0.12030626088380814
314.75,266,6.375,0.09432033449411392
492.0,267,2.5,0.09082968533039093
220.25,268,9.296875,0.023337261751294136
146.4375,269,6.25,0.0932147204875946
231.625,270,5.484375,0.0756891667842865
161.1875,271,6.375,0.09054142236709595
148.375,272,8.359375,0.10651779174804688
353.0625,273,4.65625,0.11014362424612045
119.6875,274,10.0,0.033506810665130615
362.0625,275,3.6875,0.12518680095672607
367.0,276,10.0,0.0401037335395813
303.1875,277,4.65625,0.03360563516616821
413.5625,278,8.28125,0.05043165013194084
341.0,279,4.5,0.013799105770885944
167.3125,280,9.046875,0.05877291038632393
118.6875,281,10.0,0.11964961141347885
282.8125,282,5.0625,0.17299124598503113
198.125,283,4.53125,0.07119894027709961
552.4375,284,2.046875,0.08714354038238525
365.0,285,5.90625,0.038827113807201385
699.0625,286,0.21875,0.06512302905321121
358.5,287,4.65625,0.020207468420267105
92.4375,288,9.84375,0.040712155401706696
217.75,289,9.3125,0.17724759876728058
189.625,290,9.65625,0.10262124985456467
169.875,291,4.921875,0.1261225938796997
275.6875,292,4.84375,0.10958624631166458
241.9375,293,6.5625,0.09672294557094574
172.125,294,9.65625,0.07738041132688522
166.9375,295,9.0625,0.15831083059310913
227.6875,296,6.25,0.1178869679570198
220.375,297,8.28125,0.06741432100534439
272.9375,298,4.5625,0.06437496095895767
211.5625,299,9.65625,0.10186070948839188
274.4375,300,4.53125,0.15368007123470306
248.125,301,7.421875,0.055874019861221313
206.625,302,8.90625,0.0971892774105072
198.9375,303,8.65625,0.13857705891132355
119.125,304,10.0,0.08093657344579697
377.0625,305,2.9375,0.15856388211250305
191.375,306,5.75,0.05464351177215576
376.1875,307,5.5,0.18067516386508942
268.4375,308,4.984375,0.052258118987083435
94.1875,309,9.65625,0.09945652633905411
506.125,310,3.59375,0.15781566500663757
182.75,311,7.25,0.038211334496736526
301.625,312,3.5625,0.11110661923885345
99.8125,313,6.125,0.07869754731655121
190.9375,314,5.53125,0.14061339199543
123.625,315,10.0,0.10954124480485916
198.875,316,10.0,0.12998752295970917
241.0625,317,4.5,0.10966905206441879
228.1875,318,4.5,0.07074204832315445
103.6875,319,8.96875,0.07541242241859436
281.1875,320,8.6875,0.19151514768600464
182.9375,321,5.5,0.05321447178721428
144.6875,322,10.0,0.08363259583711624
320.125,323,4.515625,0.13463301956653595
162.3125,324,8.515625,0.04426831007003784
440.5,325,4.40625,0.07270639389753342
236.375,326,9.21875,0.03705992549657822
198.0625,327,4.65625,0.05624809488654137
235.0625,328,4.84375,0.07184676826000214
113.8125,329,7.78125,0.09693555533885956
246.0,330,7.59375,0.09313233196735382
140.125,331,8.28125,0.0890808179974556
166.3125,332,8.96875,0.16806425154209137
271.5,333,6.59375,0.1031353548169136
131.375,334,5.53125,0.12285534292459488
245.75,335,4.84375,0.1662643700838089
276.1875,336,8.265625,0.09962868690490723
674.3125,337,0.3125,0.06413033604621887
225.9375,338,5.15625,0.020770171657204628
186.5,339,4.5,0.14076563715934753
199.0625,340,10.0,0.15708285570144653
186.1875,341,8.0625,0.06327369809150696
228.9375,342,7.96875,0.07030003517866135
208.0,343,9.15625,0.12497252970933914
166.875,344,10.0,0.10554869472980499
138.875,345,4.84375,0.1419006884098053
170.9375,346,10.0,0.11784417927265167
146.0,347,10.0,0.06930510699748993
401.25,348,3.859375,0.08519420027732849
192.0625,349,10.0,0.048184797167778015
446.25,350,3.375,0.07425609230995178
490.0,351,2.984375,0.06137702986598015
181.0,352,4.609375,0.05333245173096657
109.625,353,5.53125,0.11863555014133453
403.5625,354,4.328125,0.2072717547416687
259.6875,355,3.875,0.04225877299904823
213.3125,356,5.421875,0.05835854634642601
221.0,357,5.1875,0.09089174121618271
343.4375,358,4.84375,0.09303359687328339
132.8125,359,7.25,0.08486803621053696
398.0625,360,5.125,0.08115223795175552
135.875,361,9.65625,0.06644303351640701
156.625,362,10.0,0.15634821355342865
139.125,363,6.5625,0.16132435202598572
113.6875,364,10.0,0.18835224211215973
163.0,365,6.5625,0.3093473017215729
152.125,366,9.3125,0.16696833074092865
336.75,367,4.421875,0.1490713506937027
297.625,368,6.96875,0.11280833184719086
198.0,369,10.0,0.06658563762903214
191.75,370,10.0,0.06948083639144897
230.8125,371,6.09375,0.10288165509700775
373.1875,372,4.8125,0.0747583732008934
143.3125,373,9.46875,0.07336005568504333
517.0625,374,3.140625,0.17559906840324402
159.625,375,10.0,0.0436595119535923
84.8125,376,10.0,0.11139636486768723
164.8125,377,10.0,0.19814619421958923
214.8125,378,7.25,0.10931643098592758
313.9375,379,9.3125,0.1255551427602768
200.875,380,4.84375,0.0666210949420929
157.0625,381,8.96875,0.1509639322757721
172.1875,382,10.0,0.1151033341884613
318.625,383,9.34375,0.14352142810821533
252.5625,384,10.0,0.06262196600437164
277.0625,385,7.5,0.055762212723493576
272.125,386,9.0,0.07041236013174057
157.0,387,10.0,0.0627056211233139
157.9375,388,9.3125,0.1524277925491333
257.75,389,8.625,0.15640056133270264
424.0625,390,4.96875,0.13672003149986267
152.75,391,9.65625,0.04943074658513069
374.1875,392,4.625,0.062426768243312836
169.5625,393,9.65625,0.07120446860790253
114.25,394,10.0,0.1247873529791832
123.1875,395,10.0,0.21893931925296783
622.375,396,2.15625,0.1566983163356781
199.1875,397,9.734375,0.05342290177941322
292.875,398,6.40625,0.09215765446424484
444.5,399,3.65625,0.07213965058326721
506.8125,400,1.9375,0.052515167742967606
442.375,401,7.71875,0.05395175516605377
91.8125,402,10.0,0.06148488074541092
271.4375,403,8.171875,0.1927890181541443
254.9375,404,6.53125,0.09121769666671753
160.125,405,5.0625,0.09722062945365906
399.375,406,4.0,0.1298939287662506
463.25,407,4.734375,0.10071422159671783
209.8125,408,9.5,0.07656169682741165
113.8125,409,9.65625,0.07938256114721298
259.8125,410,8.6875,0.16372649371623993
201.375,411,8.6875,0.08675134927034378
253.9375,412,8.703125,0.09213569760322571
233.375,413,8.15625,0.11361264437437057
234.6875,414,5.703125,0.07731272280216217
189.3125,415,10.0,0.1359870582818985
183.5,416,8.90625,0.11480001360177994
267.1875,417,6.703125,0.1672985553741455
205.5625,418,7.9375,0.09450062364339828
141.875,419,10.0,0.13939885795116425
254.0625,420,8.796875,0.14121805131435394
249.0625,421,6.765625,0.0845881849527359
134.0625,422,10.0,0.09106777608394623
156.3125,423,6.4375,0.10270171612501144
364.375,424,4.53125,0.14043080806732178
112.4375,425,6.984375,0.11310215294361115
283.3125,426,7.453125,0.20333755016326904
183.1875,427,5.53125,0.0707060694694519
376.0,428,6.625,0.15234771370887756
230.4375,429,4.734375,0.08611681312322617
149.5,430,8.359375,0.1074322909116745
200.3125,431,4.5,0.15128107368946075
187.875,432,8.703125,0.14679741859436035
122.4375,433,8.625,0.11460637301206589
168.0,434,9.65625,0.15808342397212982
211.4375,435,5.734375,0.05288955941796303
283.25,436,8.28125,0.16439057886600494
124.4375,437,10.0,0.12899228930473328
372.0,438,3.59375,0.162323996424675
277.5,439,6.375,0.12243860214948654
170.0625,440,9.65625,0.1224646270275116
357.3125,441,4.0,0.09225649386644363
284.0,442,5.875,0.08094669133424759
198.0,443,4.921875,0.13132867217063904
158.25,444,6.90625,0.1673402339220047
281.25,445,9.3125,0.15472178161144257
413.625,446,4.859375,0.10778512060642242
291.375,447,8.359375,0.0918641909956932
178.0625,448,10.0,0.12080525606870651
307.9375,449,8.96875,0.12385743856430054
192.6875,450,5.1875,0.13522869348526
548.0,451,3.171875,0.208966463804245
336.125,452,4.84375,0.04884995520114899
629.9375,453,1.21875,0.09331388771533966
291.3125,454,8.3125,0.031708426773548126
175.0625,455,10.0,0.07930245995521545
308.3125,456,4.1875,0.22816915810108185
150.5,457,9.65625,0.09693846106529236
182.0,458,4.5,0.10312297940254211
318.8125,459,5.96875,0.16409054398536682
172.3125,460,10.0,0.1256651133298874
516.375,461,2.921875,0.09854236990213394
218.5625,462,7.328125,0.0637713074684143
296.1875,463,9.0,0.1153063103556633
287.625,464,5.0,0.06034589186310768
297.75,465,6.078125,0.1902426779270172
535.375,466,2.640625,0.10837734490633011
352.0625,467,5.21875,0.07822977751493454
152.4375,468,4.9375,0.09356941282749176
768.0,469,-0.5,0.12820984423160553
249.625,470,8.53125,0.015539264306426048
201.6875,471,10.0,0.10335119813680649
611.5625,472,1.6875,0.09649839252233505
465.5,473,5.03125,0.05322542041540146
220.75,474,10.0,0.06639676541090012
147.4375,475,6.59375,0.07592016458511353
256.9375,476,5.53125,0.1615172177553177
387.0,477,3.84375,0.13823257386684418
269.1875,478,6.5625,0.09605120867490768
206.75,479,10.0,0.11006303131580353
138.375,480,10.0,0.13570888340473175
449.3125,481,3.65625,0.27055320143699646
323.9375,482,8.25,0.06702675670385361
317.5625,483,6.84375,0.05899579077959061
404.8125,484,7.96875,0.09072236716747284
269.0,485,5.1875,0.06742130219936371
278.9375,486,5.90625,0.1738910973072052
234.5625,487,9.34375,0.11936258524656296
238.5625,488,10.0,0.13016574084758759
339.5625,489,5.734375,0.08342555165290833
263.5,490,10.0,0.10246575623750687
197.625,491,9.3125,0.11153389513492584
519.3125,492,3.5,0.06679253280162811
242.9375,493,7.59375,0.10574844479560852
346.0625,494,7.40625,0.12875540554523468
297.875,495,4.71875,0.08205506950616837
182.75,496,10.0,0.09914648532867432
345.125,497,6.21875,0.16133247315883636
242.3125,498,9.34375,0.10703377425670624
241.5625,499,10.0,0.09851735085248947
193.9375,500,9.65625,0.08109346777200699
150.75,501,10.0,0.14028844237327576
407.75,502,5.9375,0.2107945829629898
405.4375,503,7.25,0.06664495915174484
235.75,504,6.21875,0.06784255802631378
203.5625,505,10.0,0.0916590690612793
418.5625,506,5.71875,0.08337917178869247
335.375,507,6.40625,0.08607720583677292
125.9375,508,10.0,0.06989170610904694
293.1875,509,9.1875,0.28695130348205566
206.5625,510,9.3125,0.05637611076235771
145.4375,511,10.0,0.12735189497470856
264.3125,512,8.28125,0.16716060042381287
261.5625,513,8.625,0.13189412653446198
255.75,514,9.34375,0.10518151521682739
164.6875,515,10.0,0.06662124395370483
485.3125,516,2.75,0.21652813255786896
682.6875,517,0.28125,0.1043836921453476
309.8125,518,10.0,0.05051330476999283
232.125,519,10.0,0.05678886920213699
356.0,520,6.25,0.06570130586624146
211.9375,521,10.0,0.10522590577602386
253.25,522,9.34375,0.09047537297010422
271.5,523,10.0,0.09633763879537582
191.5625,524,10.0,0.07397857308387756
281.5625,525,6.296875,0.06412948668003082
176.125,526,9.734375,0.1860598623752594
203.0,527,10.0,0.09989876300096512
412.625,528,7.8125,0.13226871192455292
194.1875,529,8.96875,0.07150213420391083
336.375,530,4.78125,0.16800139844417572
234.25,531,8.34375,0.12070435285568237
412.375,532,5.09375,0.11019214987754822
357.9375,533,7.875,0.06425684690475464
277.0,534,8.3125,0.1165880486369133
137.75,535,9.46875,0.1136789545416832
469.6875,536,3.90625,0.15263284742832184
127.8125,537,10.0,0.0846833810210228
704.9375,538,0.1875,0.3447873592376709
366.25,539,7.203125,0.07144363224506378
374.375,540,8.96875,0.11600218713283539
270.8125,541,8.28125,0.09996318072080612
213.9375,542,9.65625,0.17311930656433105
384.8125,543,6.625,0.12034221738576889
185.3125,544,6.21875,0.09935613721609116
285.75,545,5.046875,0.21097597479820251
481.0,546,3.046875,0.18639227747917175
349.75,547,4.6875,0.13749808073043823
257.9375,548,9.65625,0.12345748394727707
278.375,549,10.0,0.09500262886285782
514.4375,550,4.96875,0.10211042314767838
214.375,551,7.328125,0.07820482552051544
198.3125,552,10.0,0.17139379680156708
215.75,553,4.5,0.21089789271354675
120.25,554,10.0,0.1595674604177475
130.625,555,10.0,0.13865871727466583
305.5,556,8.625,0.08145180344581604
224.25,557,9.65625,0.10986830294132233
121.5,558,10.0,0.15897147357463837
250.0625,559,8.96875,0.20033101737499237
144.8125,560,10.0,0.19463682174682617
161.25,561,9.75,0.1956152766942978
193.4375,562,7.9375,0.15979622304439545
442.5625,563,8.09375,0.14497637748718262
277.125,564,10.0,0.060634829103946686
331.5625,565,9.140625,0.0792878121137619
175.9375,566,10.0,0.06470591574907303
256.5625,567,6.046875,0.08296319842338562
391.0,568,6.6875,0.15931463241577148
231.4375,569,8.96875,0.0670393705368042
198.125,570,10.0,0.1188063994050026
286.0625,571,6.84375,0.1641937643289566
671.6875,572,0.75,0.10868027806282043
133.4375,573,9.65625,0.06753889471292496
163.5,574,10.0,0.24786324799060822
237.3125,575,9.0,0.1638885885477066
150.0,576,10.0,0.14285404980182648
457.625,577,7.40625,0.2337225377559662
346.5625,578,5.28125,0.06477557122707367
346.375,579,4.625,0.10989999026060104
473.625,580,4.6875,0.10542896389961243
237.625,581,10.0,0.08036669343709946
377.8125,582,8.078125,0.174001082777977
302.875,583,9.65625,0.038303863257169724
521.125,584,4.03125,0.07454141974449158
131.5,585,10.0,0.08135972172021866
657.125,586,0.84375,0.1841636598110199
322.8125,587,10.0,0.07904893904924393
376.9375,588,4.875,0.08078976720571518
258.125,589,9.34375,0.083219513297081
311.0625,590,7.59375,0.0724281296133995
317.1875,591,7.953125,0.1438951939344406
381.875,592,4.78125,0.15618549287319183
417.25,593,7.34375,0.11842037737369537
347.1875,594,8.625,0.1343129724264145
430.1875,595,5.625,0.08270567655563354
234.9375,596,7.25,0.0797065794467926
240.5625,597,9.21875,0.10216374695301056
261.0625,598,9.65625,0.08952770382165909
272.5,599,10.0,0.11141278594732285
199.8125,600,4.59375,0.08088485151529312
347.25,601,7.59375,0.21916894614696503
226.0625,602,9.75,0.0789838656783104
431.125,603,7.59375,0.10210219770669937
291.9375,604,10.0,0.054466262459754944
566.25,605,2.3125,0.06415127962827682
173.5625,606,10.0,0.08453509956598282
297.125,607,5.5625,0.17293713986873627
298.875,608,10.0,0.11851933598518372
547.8125,609,2.8125,0.07468728721141815
274.3125,610,10.0,0.05559506639838219
329.375,611,9.3125,0.11864472180604935
377.4375,612,5.703125,0.11620748788118362
369.375,613,7.65625,0.10626708716154099
419.125,614,8.40625,0.0895807221531868
209.0,615,10.0,0.12284090369939804
388.0625,616,3.375,0.130780428647995
190.625,617,6.90625,0.13250982761383057
343.0625,618,8.65625,0.22306057810783386
287.3125,619,9.34375,0.07505679130554199
245.8125,620,10.0,0.07583971321582794
597.0,621,3.46875,0.10990264266729355
439.0625,622,4.953125,0.0629199892282486
228.0,623,10.0,0.09267992526292801
225.6875,624,9.3125,0.04926680028438568
193.75,625,10.0,0.1588166505098343
397.375,626,6.53125,0.1333189159631729
300.3125,627,4.265625,0.10926678776741028
548.625,628,3.890625,0.13513436913490295
256.75,629,10.0,0.09630924463272095
543.125,630,2.46875,0.0593411810696125
432.125,631,7.0,0.05287858098745346
482.375,632,3.65625,0.07210775464773178
329.6875,633,10.0,0.07644800841808319
326.5,634,4.1875,0.0598800890147686
195.75,635,10.0,0.09421329200267792
163.0625,636,9.40625,0.12511283159255981
397.75,637,9.5625,0.26119527220726013
341.5,638,4.53125,0.09077352285385132
256.375,639,5.1875,0.06781257688999176
280.1875,640,8.53125,0.0995592251420021
180.4375,641,8.3125,0.14550137519836426
221.3125,642,8.75,0.1825292557477951
350.1875,643,5.28125,0.18479353189468384
254.4375,644,10.0,0.14883601665496826
381.5,645,6.5625,0.07119771838188171
356.9375,646,5.9375,0.11093863844871521
232.0625,647,9.3125,0.10265298932790756
267.1875,648,9.5,0.15227612853050232
680.375,649,1.46875,0.04142220690846443
453.9375,650,6.375,0.04339258372783661
119.75,651,7.34375,0.06706023961305618
142.375,652,10.0,0.17529380321502686
375.6875,653,5.59375,0.2434621900320053
422.1875,654,4.71875,0.1250159591436386
372.1875,655,6.765625,0.142560675740242
201.5625,656,9.3125,0.0796114057302475
374.625,657,3.25,0.14684844017028809
379.6875,658,5.34375,0.1952802836894989
471.6875,659,4.34375,0.10066531598567963
248.5,660,8.28125,0.10375341773033142
434.0,661,8.40625,0.19659613072872162
219.75,662,8.625,0.13671912252902985
289.0,663,4.5,0.11130452901124954
204.875,664,4.875,0.08625151962041855
490.0,665,4.28125,0.16078130900859833
397.0,666,3.5625,0.11352013051509857
191.8125,667,10.0,0.08838491141796112
430.3125,668,4.28125,0.13070546090602875
212.875,669,5.21875,0.11254437267780304
355.9375,670,6.21875,0.21276596188545227
355.4375,671,5.4375,0.09956128150224686
409.375,672,6.71875,0.1641216278076172
163.9375,673,10.0,0.07754272222518921
232.4375,674,9.3125,0.12936151027679443
284.125,675,5.3125,0.13632194697856903
290.0625,676,9.0,0.17060962319374084
221.0625,677,9.65625,0.14830780029296875
239.25,678,10.0,0.10894639790058136
