completions/train/mean_length,rewards/train/score/mean,actor/train/kl,_step
251.125,13.0,0.11478197574615479,648
369.625,9.725,0.05298355966806412,649
443.25,1.8375,0.09420772641897202,650
113.75,8.4375,0.07741120457649231,651
109.25,13.0,0.16674922406673431,652
209.875,1.625,0.15673714876174927,653
206.875,0.0,0.11179010570049286,654
247.375,8.5,0.12074286490678787,655
133.0,6.5,0.1021377444267273,656
143.5,1.625,0.15615816414356232,657
151.375,1.625,0.29621756076812744,658
321.875,5.03125,0.15849198400974274,659
157.75,8.125,0.08213579654693604,660
272.75,8.125,0.1924162209033966,661
201.125,13.0,0.11452232301235199,662
441.125,0.0625,0.11793745309114456,663
203.875,-0.0125,0.06268233805894852,664
339.875,8.149999999999999,0.12001645565032959,665
423.625,0.025000000000000005,0.11825201660394669,666
190.5,9.90625,0.06462003290653229,667
379.0,0.5249999999999999,0.13510704040527344,668
134.0,2.78125,0.08058834075927734,669
473.25,0.05000000000000001,0.18771682679653168,670
232.875,0.71875,0.055615369230508804,671
231.375,11.375,0.18054671585559845,672
150.5,13.0,0.12938597798347473,673
285.25,8.1375,0.16714869439601898,674
188.0,6.5625,0.10882402211427689,675
371.875,5.29375,0.24763624370098114,676
179.75,13.0,0.12632372975349426,677
216.75,11.3625,0.1558557152748108,678
310.375,8.125,0.08097394555807114,679
265.375,3.2375,0.11116527765989304,680
251.5,6.4875,0.11052026599645615,681
153.875,10.0,0.13194561004638672,682
298.125,11.3625,0.23585578799247742,683
534.125,-0.0625,0.07370151579380035,684
101.625,9.75,0.0706670805811882,685
137.75,13.0,0.23039646446704865,686
211.875,7.5,0.19290463626384735,687
706.25,-0.08750000000000001,0.20174089074134827,688
230.625,6.5375,0.06723487377166748,689
154.625,13.0,0.20001477003097534,690
175.375,13.0,0.1498553305864334,691
404.75,8.0875,0.13376812636852264,692
143.75,13.0,0.0829399898648262,693
195.75,6.5,0.17965702712535858,694
154.625,13.0,0.13782797753810883,695
99.0,13.0,0.12822480499744415,696
437.375,6.75,0.2815822958946228,697
169.0,0.0,0.10497190058231354,698
155.75,3.5,0.16405712068080902,699
215.625,-0.0125,0.12504439055919647,700
227.875,8.1125,0.1991119533777237,701
395.875,1.7437500000000001,0.1657947152853012,702
139.25,11.375,0.10638420283794403,703
106.875,6.5,0.20290040969848633,704
149.875,6.5,0.21571069955825806,705
554.375,3.469446951953614e-18,0.2034289389848709,706
451.75,0.525,0.08568497747182846,707
213.5,5.125,0.08939331769943237,708
169.875,11.375,0.15386377274990082,709
299.0,8.1125,0.1295480728149414,710
180.75,6.5,0.09460797160863876,711
295.25,8.1125,0.20766912400722504,712
128.75,13.0,0.07209521532058716,713
176.375,13.0,0.21927888691425323,714
354.0,1.05,0.10069385170936584,715
400.625,-0.025,0.1438569277524948,716
594.75,3.1750000000000003,0.0876946896314621,717
161.0,13.0,0.08413542062044144,718
218.5,3.25,0.1245456263422966,719
370.0,-0.025,0.14849883317947388,720
365.875,1.6,0.13143184781074524,721
109.75,6.5,0.1110033318400383,722
133.875,8.875,0.24264530837535858,723
194.0,13.0,0.18344512581825256,724
193.125,13.0,0.09993258863687515,725
191.125,4.5,0.13242760300636292,726
185.625,6.5,0.09404069185256958,727
301.875,0.0125,0.16550622880458832,728
170.25,0.0,0.1362992376089096,729
175.5,11.375,0.21066632866859436,730
411.25,-0.025,0.15352679789066315,731
305.875,13.0,0.12266415357589722,732
298.125,3.9875,0.17111609876155853,733
338.25,4.85,0.12658129632472992,734
179.375,13.0,0.17230579257011414,735
88.625,13.0,0.1550598442554474,736
231.625,13.0,0.5426819920539856,737
194.875,11.375,0.1515154391527176,738
265.5,9.75,0.1592959612607956,739
229.0,8.125,0.15475322306156158,740
204.75,0.40625,0.1086893156170845,741
768.0,-0.1,0.19077487289905548,742
370.875,8.3875,0.03149852901697159,743
157.75,11.375,0.11971641331911087,744
191.25,13.0,0.1838107854127884,745
612.75,0.22499999999999998,0.24367842078208923,746
223.5,11.625,0.09960363805294037,747
567.875,1.5625,0.1211177259683609,748
134.25,13.0,0.11090140789747238,749
161.875,12.875,0.15381933748722076,750
228.75,8.125,0.1635936051607132,751
482.125,3.2625,0.17540095746517181,752
273.625,4.8625,0.153800830245018,753
339.25,11.3625,0.14341409504413605,754
547.625,-0.05,0.10005734860897064,755
251.5,13.0,0.11649731546640396,756
147.5,13.0,0.16891929507255554,757
142.0,11.375,0.23748020827770233,758
210.375,11.3625,0.30848032236099243,759
291.875,1.625,0.21136100590229034,760
195.625,13.0,0.2123967707157135,761
610.875,3.34375,0.19087588787078857,762
333.625,13.0,0.0892166867852211,763
371.75,9.725,0.09808357805013657,764
284.625,8.4375,0.14845262467861176,765
307.0,0.0,0.18210673332214355,766
197.125,13.0,0.09878229349851608,767
270.125,11.6625,0.2768278419971466,768
452.625,3.225,0.1054171770811081,769
350.125,6.5,0.11332904547452927,770
246.0,6.75,0.1331489384174347,771
270.625,9.90625,0.20125378668308258,772
252.375,1.78125,0.1927787959575653,773
331.75,9.725,0.19252032041549683,774
376.125,-0.025,0.12040907889604568,775
556.25,1.6125,0.16802431643009186,776
190.875,1.625,0.10208631306886673,777
198.125,6.5,0.1461675763130188,778
225.5,9.75,0.19370220601558685,779
478.75,8.0875,0.18704332411289215,780
427.75,-0.0125,0.12105615437030792,781
469.625,4.875,0.12391134351491928,782
272.125,-0.0125,0.1276574581861496,783
244.625,13.0,0.18267983198165894,784
471.625,-0.037500000000000006,0.08822169899940491,785
255.625,1.78125,0.09075255692005157,786
443.375,6.4625,0.25663039088249207,787
196.0,11.375,0.10565420985221863,788
216.5,11.375,0.18523986637592316,789
169.0,11.375,0.1367044895887375,790
316.0,0.0,0.2190493941307068,791
290.875,13.0,0.15557275712490082,792
200.0,9.75,0.17520833015441895,793
346.125,1.08125,0.24602387845516205,794
224.75,11.375,0.10855046659708023,795
235.875,13.0,0.14759942889213562,796
707.25,1.5375,0.17956332862377167,797
122.5,13.0,0.10132849961519241,798
256.375,1.6125,0.33505991101264954,799
225.625,11.375,0.1820199191570282,800
218.875,1.5625,0.19040517508983612,801
306.25,1.6125,0.19399648904800415,802
320.625,6.5,0.1754884123802185,803
568.375,1.5750000000000002,0.15086157619953156,804
456.5,-0.037500000000000006,0.09126575291156769,805
307.75,2.0,0.12294461578130722,806
402.25,0.0,0.12389611452817917,807
228.625,6.5375,0.17129674553871155,808
243.25,5.375,0.2207566648721695,809
230.25,11.375,0.19051606953144073,810
562.5,0.13124999999999998,0.1781502068042755,811
287.625,1.6125,0.08594965189695358,812
155.75,13.0,0.21584032475948334,813
380.375,8.1,0.20669043064117432,814
193.625,6.5,0.09771773964166641,815
302.25,0.425,0.3036535382270813,816
433.625,0.38125,0.19501766562461853,817
324.75,0.63125,0.1378939300775528,818
242.25,13.0,0.17197264730930328,819
522.875,8.0875,0.20988912880420685,820
141.25,13.0,0.09406149387359619,821
164.75,6.5,0.2763754427433014,822
299.875,2.03125,0.23146504163742065,823
273.0,3.25,0.23569834232330322,824
278.5,4.875,0.2138366550207138,825
228.625,11.375,0.2328549027442932,826
157.875,11.4125,0.17174208164215088,827
440.375,1.75625,0.39247792959213257,828
397.0,3.225,0.09993690997362137,829
219.375,0.0,0.15660132467746735,830
370.25,-0.025,0.19093668460845947,831
152.75,11.375,0.16486726701259613,832
279.125,13.0,0.19865243136882782,833
241.5,13.0,0.2435505986213684,834
317.25,0.14375,0.1309112161397934,835
143.25,11.53125,0.1853611320257187,836
224.625,11.375,0.2725755572319031,837
203.625,1.9375,0.1719767451286316,838
309.5,6.4875,0.24559591710567474,839
381.375,2.3625,0.2393132597208023,840
194.875,13.0,0.11001639068126678,841
401.375,6.4875,0.3215503990650177,842
326.5,8.125,0.18022805452346802,843
322.25,0.0,0.13900339603424072,844
300.0,11.375,0.209957554936409,845
216.0,9.75,0.11417242884635925,846
425.75,0.3125,0.2768685221672058,847
496.875,6.4625,0.12556302547454834,848
352.25,0.3125,0.08622679859399796,849
135.25,13.0,0.16965147852897644,850
272.5,1.625,0.24893978238105774,851
343.5,0.3,0.17902454733848572,852
246.75,13.0,0.17079222202301025,853
162.375,13.0,0.21973469853401184,854
189.875,7.125,0.36743324995040894,855
161.25,13.0,0.21421518921852112,856
261.375,9.75,0.24453924596309662,857
191.625,9.75,0.21937210857868195,858
584.75,3.2,0.20916490256786346,859
369.25,1.8875000000000002,0.09417715668678284,860
526.625,0.41874999999999996,0.21694190800189972,861
190.625,11.375,0.10721664130687714,862
163.25,13.0,0.20825497806072235,863
179.625,9.75,0.1806660145521164,864
567.0,-0.05,0.3290243446826935,865
348.5,0.5,0.11852200329303741,866
466.5,4.9,0.11776317656040192,867
220.125,8.125,0.1690671145915985,868
400.625,0.14375,0.2437412440776825,869
293.25,6.5,0.11670751124620438,870
271.0,1.28125,0.1812812238931656,871
464.125,3.5250000000000004,0.19062261283397675,872
333.75,5.33125,0.15355284512043,873
340.5,-0.025,0.23268865048885345,874
318.0,-0.0125,0.14969024062156677,875
222.0,1.8125,0.1622840315103531,876
194.875,0.0,0.24422608315944672,877
261.625,13.0,0.2957872152328491,878
201.0,13.0,0.13702039420604706,879
160.75,11.375,0.19041500985622406,880
404.75,1.6500000000000001,0.28259825706481934,881
485.75,0.7125,0.1893072873353958,882
711.625,-0.0625,0.1335466355085373,883
246.375,9.75,0.10710733383893967,884
382.875,0.6,0.22755573689937592,885
484.875,1.6125,0.2052481770515442,886
445.25,6.762499999999999,0.12088409811258316,887
201.0,13.0,0.19943739473819733,888
221.125,13.0,0.23222136497497559,889
268.25,6.5,0.17151875793933868,890
206.625,11.375,0.18403694033622742,891
317.25,0.14375,0.26499873399734497,892
169.875,1.625,0.21601469814777374,893
594.25,1.71875,0.21315719187259674,894
201.5,0.0,0.11546099185943604,895
215.625,13.0,0.2764703035354614,896
139.375,13.0,0.23732011020183563,897
279.875,0.0125,0.18913370370864868,898
228.5,6.5,0.22202692925930023,899
663.75,-0.07500000000000001,0.2638328969478607,900
205.75,11.35,0.11289981007575989,901
156.5,13.0,0.31194716691970825,902
222.5,11.625,0.1930190920829773,903
343.5,8.175,0.1283738911151886,904
323.625,2.1,0.2100774198770523,905
372.75,1.6125,0.22059038281440735,906
184.5,0.0,0.18386974930763245,907
239.5,9.75,0.2917943298816681,908
243.625,2.0,0.25233927369117737,909
184.375,11.375,0.23186561465263367,910
279.75,4.03125,0.278412789106369,911
556.625,6.45,0.23355743288993835,912
585.375,4.8,0.10261323302984238,913
336.5,3.2125,0.14879092574119568,914
303.375,0.3,0.23159298300743103,915
253.625,13.0,0.2560402750968933,916
255.5,11.35,0.35194307565689087,917
448.625,1.625,0.18620751798152924,918
312.5,6.425000000000001,0.18257859349250793,919
623.0,-0.037500000000000006,0.25122684240341187,920
214.625,3.9937500000000004,0.13119836151599884,921
254.5,13.0,0.3173631429672241,922
227.25,4.85,0.2534019649028778,923
594.25,-0.0625,0.2720215320587158,924
231.375,12.975,0.12535327672958374,925
193.125,11.575,0.22932301461696625,926
258.875,8.425,0.3183569610118866,927
221.125,12.95,0.2802097797393799,928
415.625,0.14375000000000002,0.3079594671726227,929
201.75,10.0125,0.2194121927022934,930
295.875,0.4,0.2770032286643982,931
487.875,9.7375,0.25431886315345764,932
219.875,8.2,0.17163045704364777,933
218.0,1.625,0.3169204592704773,934
295.0,9.75,0.314026415348053,935
240.125,11.375,0.2591798007488251,936
199.375,8.1875,0.28374311327934265,937
245.875,9.75,0.2840173542499542,938
302.25,13.0,0.24070024490356445,939
279.875,5.01875,0.22518375515937805,940
267.375,1.625,0.22031307220458984,941
265.125,11.375,0.2850624620914459,942
533.75,3.1999999999999997,0.23031370341777802,943
397.875,3.225,0.1420159935951233,944
547.875,1.5750000000000002,0.17103619873523712,945
243.5,11.375,0.1601802110671997,946
435.75,0.0,0.3148302435874939,947
194.0,13.0,0.17708003520965576,948
459.125,0.18125,0.36562398076057434,949
429.875,0.63125,0.18186523020267487,950
238.875,13.0,0.1899319440126419,951
230.5,13.0,0.3148358464241028,952
283.375,1.625,0.3087465465068817,953
337.25,1.78125,0.20308586955070496,954
383.625,5.425,0.25665682554244995,955
561.0,0.024999999999999998,0.2020866870880127,956
228.125,8.125,0.19353331625461578,957
220.375,13.0,0.2732165455818176,958
330.375,8.6125,0.33065932989120483,959
256.875,6.5,0.16579629480838776,960
543.625,6.475,0.30958008766174316,961
277.625,9.75,0.18235522508621216,962
352.0,11.3625,0.24597863852977753,963
233.5,8.34375,0.19787485897541046,964
505.125,1.6500000000000001,0.22482170164585114,965
324.75,6.4875,0.15702301263809204,966
361.25,1.9375,0.2328886091709137,967
271.625,7.3125,0.22745154798030853,968
180.375,13.0,0.26290932297706604,969
685.25,-0.05,0.2225944846868515,970
386.0,11.3625,0.12816554307937622,971
214.375,11.375,0.21828989684581757,972
183.5,13.0,0.2872181236743927,973
231.75,1.15625,0.3012402653694153,974
279.875,8.125,0.22916589677333832,975
245.25,0.5,0.24555589258670807,976
157.375,3.25,0.2531830668449402,977
240.5,13.0,0.3781861364841461,978
333.625,11.3625,0.23393003642559052,979
302.875,8.125,0.22492168843746185,980
134.375,13.0,0.20224732160568237,981
266.25,9.75,0.41288310289382935,982
496.75,0.2375,0.18024952709674835,983
293.75,11.375,0.11373504996299744,984
221.5,9.75,0.23324160277843475,985
298.0,1.125,0.21826376020908356,986
258.5,3.25,0.23419132828712463,987
338.625,9.75,0.289859414100647,988
184.25,13.0,0.21336674690246582,989
217.5,4.875,0.29966142773628235,990
337.625,3.5375,0.3001460134983063,991
626.5,1.6500000000000001,0.2153603583574295,992
284.25,11.375,0.10259723663330078,993
226.375,11.375,0.24923376739025116,994
265.75,9.75,0.24199305474758148,995
318.75,13.0,0.21358142793178558,996
222.125,8.875,0.21531255543231964,997
594.5,-0.025,0.30222320556640625,998
335.875,13.0,0.14477501809597015,999
236.75,11.375,0.11216955631971359,1000
222.875,9.75,0.2969435155391693,1001
339.375,1.75,0.38100600242614746,1002
225.875,1.25,0.17049802839756012,1003
173.125,7.125,0.31591376662254333,1004
259.75,3.3125,0.4354464113712311,1005
395.625,3.2375,0.2714463770389557,1006
281.625,0.1625,0.18381260335445404,1007
262.0,11.3875,0.3255161941051483,1008
558.75,3.575,0.26003172993659973,1009
489.375,0.8812500000000001,0.15218453109264374,1010
365.0,1.0625,0.2163902074098587,1011
520.625,13.0,0.23410281538963318,1012
298.5,3.5625,0.18146589398384094,1013
330.0,8.5,0.2593226432800293,1014
212.125,1.875,0.25350531935691833,1015
298.5,8.28125,0.30712369084358215,1016
205.125,13.0,0.26228660345077515,1017
674.0,3.7750000000000004,0.31319093704223633,1018
308.375,0.25,0.0993468314409256,1019
206.625,4.375,0.19185061752796173,1020
242.25,11.375,0.3898291289806366,1021
286.5,3.25,0.317178338766098,1022
371.25,4.8625,0.23028764128684998,1023
207.5,6.5,0.16645078361034393,1024
331.125,6.7625,0.4064467251300812,1025
369.625,0.40625,0.295771986246109,1026
209.875,1.03125,0.19910983741283417,1027
263.25,9.75,0.2994261085987091,1028
220.75,8.125,0.2092527449131012,1029
250.25,1.09375,0.305825799703598,1030
232.875,4.9375,0.2776201069355011,1031
218.75,11.375,0.33479374647140503,1032
260.375,6.5,0.24768725037574768,1033
321.625,11.375,0.3221990466117859,1034
232.625,1.625,0.2599886953830719,1035
652.0,0.08124999999999999,0.2375544309616089,1036
247.75,3.25,0.10329118371009827,1037
255.5,8.625,0.255744993686676,1038
276.625,11.375,0.33107298612594604,1039
204.25,9.8125,0.2323000580072403,1040
295.125,6.65625,0.27306464314460754,1041
233.5,13.0,0.2544102370738983,1042
172.75,13.0,0.17207010090351105,1043
223.5,13.0,0.2648892402648926,1044
315.125,13.0,0.20384906232357025,1045
605.375,-0.05,0.16682027280330658,1046
124.375,13.0,0.13671232759952545,1047
212.75,11.53125,0.24928389489650726,1048
434.625,1.5875000000000001,0.29978111386299133,1049
167.5,0.0,0.16347070038318634,1050
768.0,-0.1,0.31434810161590576,1051
204.25,6.90625,0.12016584724187851,1052
478.125,6.525,0.25817662477493286,1053
271.625,0.46875,0.1812841296195984,1054
213.75,13.0,0.19737638533115387,1055
374.375,6.668749999999999,0.22769883275032043,1056
329.375,0.15625,0.17750312387943268,1057
582.625,1.79375,0.2610643804073334,1058
163.375,8.125,0.125660240650177,1059
236.375,11.375,0.3207859694957733,1060
229.25,0.0,0.2815319001674652,1061
155.0,13.0,0.25680258870124817,1062
133.375,13.0,0.4020421802997589,1063
230.75,9.7375,0.31188568472862244,1064
123.25,13.0,0.23917904496192932,1065
386.625,0.5375,0.4084227681159973,1066
347.0,8.1,0.19413653016090393,1067
319.125,6.95625,0.2039502114057541,1068
214.0,0.0,0.17223750054836273,1069
432.875,0.05,0.36575326323509216,1070
335.0,4.8625,0.2164917290210724,1071
245.5,11.625,0.16718898713588715,1072
229.25,3.5,0.27475911378860474,1073
204.875,9.75,0.30187779664993286,1074
186.25,13.0,0.3109762370586395,1075
389.875,-0.025,0.35898804664611816,1076
208.25,11.53125,0.2120479941368103,1077
155.0,13.0,0.30679523944854736,1078
169.625,9.75,0.4813295304775238,1079
140.875,11.375,0.3723835051059723,1080
146.75,13.0,0.4850401282310486,1081
340.375,8.125,0.2647888660430908,1082
193.875,6.5,0.2288103848695755,1083
185.375,8.875,0.37466850876808167,1084
272.125,0.0,0.3200456500053406,1085
127.25,6.5,0.28689393401145935,1086
175.375,13.0,0.32495948672294617,1087
212.625,2.875,0.2683864235877991,1088
349.875,1.25,0.2266828715801239,1089
427.5,9.725,0.2118685245513916,1090
290.25,5.4375,0.19782784581184387,1091
303.75,9.75,0.24010245501995087,1092
336.375,9.75,0.1579522341489792,1093
279.0,11.53125,0.24037492275238037,1094
360.125,5.34375,0.22927214205265045,1095
180.875,4.875,0.16915380954742432,1096
219.25,11.375,0.43112412095069885,1097
343.75,13.0,0.31269434094429016,1098
157.5,9.75,0.13899192214012146,1099
234.5,0.0,0.2550162672996521,1100
625.5,0.5625,0.23350349068641663,1101
221.25,9.89375,0.1001313179731369,1102
329.0,5.03125,0.22854049503803253,1103
725.75,-0.08750000000000001,0.21529445052146912,1104
181.0,3.71875,0.11630990356206894,1105
215.0,13.0,0.25417545437812805,1106
207.125,13.0,0.25619298219680786,1107
172.5,13.0,0.26877424120903015,1108
252.5,2.04375,0.3211236894130707,1109
181.875,11.375,0.33160874247550964,1110
402.5,8.0875,0.2657979428768158,1111
291.25,1.96875,0.2226153165102005,1112
313.25,9.75,0.22830012440681458,1113
258.125,11.375,0.2389547973871231,1114
292.375,13.0,0.22310557961463928,1115
319.375,3.375,0.16113394498825073,1116
203.75,13.0,0.20855584740638733,1117
219.5,1.625,0.1533481478691101,1118
186.0,13.0,0.22364719212055206,1119
217.25,13.0,0.2448538839817047,1120
324.125,5.09375,0.1420467048883438,1121
287.0,2.03125,0.2871514558792114,1122
340.375,1.625,0.2775813043117523,1123
371.75,9.725,0.25732964277267456,1124
406.875,1.9625,0.19272968173027039,1125
508.375,0.11875,0.25329214334487915,1126
186.375,9.75,0.14040791988372803,1127
271.0,3.5375,0.3351863622665405,1128
175.625,13.0,0.23250214755535126,1129
201.5,1.625,0.3445560932159424,1130
196.375,3.25,0.27242881059646606,1131
204.75,13.0,0.34662386775016785,1132
329.5,0.8,0.2028060108423233,1133
269.5,0.0,0.22299791872501373,1134
356.75,2.28125,0.3186376988887787,1135
125.5,13.0,0.21260415017604828,1136
270.625,8.125,0.34936460852622986,1137
209.625,8.28125,0.2847786843776703,1138
388.25,1.6125,0.3437193036079407,1139
283.75,9.875,0.20494936406612396,1140
142.25,9.75,0.1896134912967682,1141
254.625,-0.0125,0.2541229724884033,1142
325.125,9.75,0.20638246834278107,1143
249.875,11.375,0.14684483408927917,1144
592.75,-0.0625,0.15925966203212738,1145
173.75,13.0,0.11906533688306808,1146
347.875,0.0,0.18859368562698364,1147
173.25,13.0,0.23179106414318085,1148
294.75,0.0,0.3006539046764374,1149
679.5,1.55,0.3012128472328186,1150
306.75,13.0,0.0902700126171112,1151
302.875,9.75,0.08869821578264236,1152
243.875,13.0,0.19919930398464203,1153
407.75,11.3625,0.19018061459064484,1154
383.375,9.7375,0.15980418026447296,1155
405.5,5.2125,0.11425980180501938,1156
168.375,13.0,0.15541532635688782,1157
232.25,9.7375,0.32552921772003174,1158
272.125,3.25,0.24651965498924255,1159
250.625,11.3625,0.25480711460113525,1160
207.375,13.0,0.1800304353237152,1161
468.875,1.78125,0.14427822828292847,1162
695.625,1.85,0.1691821813583374,1163
205.0,3.25,0.11178159713745117,1164
299.125,11.375,0.30244216322898865,1165
206.875,8.4375,0.15429745614528656,1166
154.0,9.75,0.31236502528190613,1167
183.625,13.0,0.2767176032066345,1168
301.625,0.0,0.18271063268184662,1169
121.25,13.0,0.20735779404640198,1170
701.125,0.02500000000000001,0.24303092062473297,1171
226.5,13.0,0.13479486107826233,1172
491.0,1.9375,0.10493558645248413,1173
172.0,6.5,0.12814924120903015,1174
99.375,13.0,0.2267128974199295,1175
163.75,11.375,0.34412288665771484,1176
267.0,0.0,0.30975618958473206,1177
281.25,0.3125,0.1713699996471405,1178
175.5,8.125,0.256197065114975,1179
392.25,1.6,0.3298594057559967,1180
317.25,8.125,0.26870977878570557,1181
304.375,1.625,0.1839168667793274,1182
243.375,8.1625,0.215473935008049,1183
330.625,11.6625,0.22160200774669647,1184
183.0,6.96875,0.21385428309440613,1185
285.125,9.75,0.33410578966140747,1186
341.875,6.4875,0.17765873670578003,1187
178.25,13.0,0.21618396043777466,1188
231.875,2.16875,0.14624238014221191,1189
379.25,3.4625000000000004,0.281344473361969,1190
536.375,6.45,0.19416998326778412,1191
312.75,4.875,0.10688523203134537,1192
285.375,0.9375,0.21783635020256042,1193
156.0,13.0,0.13946162164211273,1194
259.25,13.0,0.22995272278785706,1195
134.75,13.0,0.2465488463640213,1196
184.125,8.125,0.3713319003582001,1197
213.5,13.0,0.3156029284000397,1198
189.25,11.375,0.2627159357070923,1199
358.625,0.39375,0.25440141558647156,1200
