_step,completions/train/mean_length,actor/train/kl,rewards/train/score/mean
69,182.0,-0.005706460680812597,0.0
70,235.0,-0.0032858429476618767,3.5
71,246.0,0.0006463598692789674,-1.5
72,74.0,-0.001909597311168909,-0.5
73,243.5,-0.004358961712568998,1.0
74,186.0,0.002605966990813613,5.5
75,119.0,0.007194796111434698,-1.5
76,81.0,-0.006843999959528446,0.25
77,125.0,0.0058287749998271465,1.0
78,169.0,-0.009811515919864178,1.0
79,103.0,0.0019202373223379254,-1.5
80,188.0,0.010725780390202999,-0.5
81,231.5,-0.002656424418091774,1.0
82,427.5,0.000580167630687356,-0.75
83,79.5,-9.218851482728496e-05,-1.5
84,261.0,0.002295536221936345,-0.5
85,123.0,-0.003990418277680874,1.5
86,65.0,-0.0012722016545012593,-1.0
87,142.0,0.000773063104134053,0.25
88,172.5,0.0007449405384249985,1.0
89,252.0,0.013622848317027092,2.75
90,165.5,0.007713015656918287,-0.25
91,435.0,0.0033699795603752136,1.0
92,156.5,0.011709454469382763,10.0
93,186.5,0.016912443563342094,1.0
94,199.5,0.012585903517901897,1.0
95,166.5,0.0014909825986251235,1.0
96,768.0,0.001773656695149839,-2.5
97,597.0,0.002295302925631404,-1.5
98,191.5,0.006089851260185242,0.25
99,183.5,0.004055695608258247,-0.5
100,469.5,-0.009997012093663216,1.75
101,464.5,-0.002138793934136629,1.0
102,220.0,0.027800828218460083,1.0
103,183.5,0.0015301532112061977,-0.5
104,133.0,0.015979543328285217,1.0
105,147.5,-0.00039112119702622294,4.75
106,174.5,0.032272160053253174,2.5
107,178.5,0.016813453286886215,7.25
108,182.5,0.034178394824266434,1.0
109,209.0,0.002094180090352893,6.875
110,170.0,0.026633448898792267,-0.5
111,188.0,0.010629015043377876,4.75
112,555.0,0.003563414327800274,0.25
113,81.5,0.010850220918655396,0.5
114,196.0,-0.0029970414470881224,5.5
115,170.0,0.006788731086999178,7.5
116,551.5,0.008782134391367435,1.0
117,768.0,0.00469976244494319,-1.5
118,144.0,0.0039836205542087555,1.5
119,171.5,0.036662451922893524,1.0
120,117.5,-0.00953767728060484,10.0
121,140.5,0.06094667688012123,9.0
122,220.5,0.04811519384384155,2.0
123,433.0,0.01715989224612713,1.0
124,345.5,0.01517717819660902,4.5
125,124.0,0.00467567378655076,4.5
126,80.0,0.055519960820674896,10.0
127,147.0,0.13397951424121857,3.625
128,110.0,0.04160657897591591,4.5
129,174.5,0.052715495228767395,1.5
130,201.5,0.03939534351229668,3.5
131,309.5,0.0023683684412389994,2.25
132,254.5,0.02839718572795391,3.0
133,522.0,0.03651709482073784,2.0
134,178.0,0.008829767815768719,3.5
135,229.5,0.02838766947388649,4.75
136,233.5,0.06825609505176544,0.25
137,275.0,0.0016153691103681922,5.5
138,162.0,0.029351379722356796,3.25
139,368.0,0.02791628986597061,5.5
140,140.5,0.016261152923107147,10.0
141,281.5,0.021321382373571396,3.0
142,161.5,0.022229725494980812,-0.5
143,149.0,0.01243515219539404,7.25
144,124.5,0.04858093708753586,9.0
145,105.5,0.031743720173835754,10.0
146,127.0,0.032079651951789856,10.0
147,177.0,0.04670277610421181,4.25
148,289.0,0.056771691888570786,6.25
149,190.5,0.009764869697391987,1.0
150,106.5,0.024867231026291847,2.0
151,213.0,0.0800260454416275,6.25
152,121.0,0.016220491379499435,1.5
153,202.0,0.043612103909254074,1.0
154,239.5,0.033306751400232315,1.0
155,172.0,0.01256248727440834,4.125
156,175.0,0.04885459318757057,9.0
157,449.5,0.05090458691120148,-0.75
158,232.5,0.00025739020202308893,5.5
159,97.0,0.004443978890776634,1.0
160,280.5,0.013010133989155293,-0.5
161,169.0,-0.0016780555015429854,6.25
162,431.5,0.04322737082839012,-1.5
163,13.0,-0.0034753393847495317,-1.5
164,231.5,0.6250145435333252,3.5
165,155.0,0.026284165680408478,8.5
166,132.0,0.05802953615784645,3.5
167,136.0,0.04229589179158211,3.75
168,209.5,0.061654072254896164,9.0
169,172.5,0.03393359109759331,9.0
170,220.0,0.032566603273153305,9.0
171,155.5,0.03926785662770271,6.25
172,75.5,0.06110547482967377,-0.5
173,168.5,0.11177998781204224,6.25
174,216.0,0.045104458928108215,3.5
175,102.5,0.042795758694410324,2.5
176,318.0,0.06468627601861954,5.0
177,206.5,0.02339800074696541,2.5
178,332.0,0.012673505581915379,3.5
179,126.0,0.02055787481367588,9.0
180,103.0,0.05579952523112297,0.25
181,205.0,0.08059222996234894,4.75
182,432.5,0.051165394484996796,6.25
183,119.5,0.021179234609007835,4.25
184,459.0,0.08949363231658936,0.0
185,123.0,0.028662297874689102,9.0
186,305.0,0.0385044626891613,4.25
187,246.0,0.057928841561079025,3.25
188,278.0,0.017029546201229095,2.0
189,155.0,0.03230622410774231,3.5
190,239.0,0.09934946149587631,2.5
191,127.0,0.04236708581447601,7.25
192,272.0,0.10177843272686005,10.0
193,90.5,0.02092627063393593,3.5
194,189.0,0.04882935807108879,3.5
195,152.0,0.020563211292028427,3.75
196,132.5,0.05197017639875412,4.5
197,240.0,0.07572994381189346,5.5
198,117.0,0.03502848744392395,6.25
199,139.0,0.12651914358139038,4.25
200,197.5,0.06115015596151352,2.75
201,121.0,0.0024711028672754765,9.0
202,465.5,0.0865388885140419,1.0
203,109.0,0.017083825543522835,9.0
204,159.0,0.06633083522319794,9.0
205,202.0,0.08509039878845215,10.0
206,433.0,0.06844086945056915,2.0
207,111.5,0.03122621215879917,4.5
208,501.5,0.0670275017619133,4.75
209,161.0,0.028480354696512222,4.5
210,145.0,0.08297786861658096,10.0
211,220.5,0.1703801304101944,5.0
212,153.0,0.05485488846898079,7.25
213,162.0,0.07802469283342361,10.0
214,145.5,0.05263586342334747,1.0
215,161.0,0.055705368518829346,7.5
216,258.0,0.043331585824489594,3.0
217,689.5,0.05540069565176964,-0.5
218,241.5,0.009549310430884361,7.25
219,93.0,0.03915109112858772,4.5
220,269.0,0.16979211568832397,10.0
221,509.0,0.11473041027784348,4.75
222,246.5,0.035951144993305206,0.25
223,189.5,0.08601099252700806,10.0
224,139.5,0.06586857885122299,4.5
225,223.0,0.14004719257354736,4.5
226,99.5,0.1389850676059723,4.5
227,461.5,0.18909059464931488,1.0
228,386.0,0.015580407343804836,5.25
229,196.0,0.04928666725754738,1.0
230,222.5,0.12706317007541656,4.5
231,432.5,0.04541069641709328,4.75
232,162.5,0.048684388399124146,4.5
233,229.5,0.07818274945020676,3.0
234,508.5,0.05329522490501404,2.25
235,171.5,0.015546223148703575,4.75
236,259.0,0.09061881899833679,6.5
237,135.5,0.03840202838182449,5.0
238,318.0,0.1340789645910263,7.25
239,315.0,0.05030302703380585,6.5
240,118.0,0.04758572578430176,8.0
241,451.0,0.11914811283349991,2.0
242,164.5,0.01860673911869526,4.5
243,211.0,0.10069233179092407,10.0
244,461.0,0.14084556698799133,5.25
245,203.5,0.04371078684926033,5.25
246,148.5,0.052836500108242035,4.5
247,300.0,0.08143675327301025,6.0
248,258.0,0.02096310257911682,7.25
249,149.5,0.05765054374933243,7.25
250,156.0,0.10675398260354996,7.25
251,768.0,0.08492717891931534,-0.5
252,768.0,0.023822536692023277,-1.5
253,126.5,0.039554134011268616,1.5
254,65.5,0.09920346736907959,0.25
255,202.0,0.027377938851714134,-0.5
256,198.0,0.035465139895677567,4.75
257,241.0,0.03262370452284813,0.25
258,167.0,0.039388854056596756,1.75
259,166.5,0.0765545442700386,5.125
260,170.5,0.11856097728013992,3.0
261,127.5,0.14432546496391296,4.5
262,118.5,0.1142001673579216,3.0
263,320.5,0.1387956291437149,4.5
264,193.0,0.12068695574998856,10.0
265,54.5,0.16218291223049164,0.5
266,242.0,0.37853825092315674,0.25
267,424.0,0.01861529052257538,1.0
268,236.5,0.046703413128852844,1.0
269,146.5,0.02977614291012287,5.25
270,255.0,0.04811818152666092,6.0
271,179.0,0.09933096915483475,0.0
272,170.0,0.10064192861318588,7.25
273,230.0,0.10437674075365067,7.5
274,128.5,0.1165943518280983,5.75
275,568.5,0.12196636199951172,-1.5
276,288.5,0.0307095218449831,7.25
277,150.0,0.08545190840959549,2.5
278,291.0,0.1651151031255722,10.0
279,460.0,0.12993797659873962,-0.25
280,115.5,0.05857206881046295,-0.5
281,108.0,0.07257920503616333,2.75
282,125.0,0.2068212479352951,-0.5
283,44.5,0.14397253096103668,-0.5
284,287.0,0.26464971899986267,-0.5
285,331.5,0.015041355043649673,-0.5
286,404.0,0.007561041042208672,3.0
287,233.0,0.06378749758005142,0.0
288,119.5,0.10035178065299988,2.0
289,197.5,0.3619590997695923,1.0
290,152.5,0.02883857488632202,7.875
291,147.5,0.08294583112001419,0.0
292,217.0,0.17783573269844055,-0.5
293,384.5,0.04842563346028328,-1.0
294,169.5,0.07725771516561508,1.0
295,185.0,0.05931209400296211,4.25
296,468.0,0.1268296241760254,-1.5
297,251.5,0.04334261268377304,1.5
298,198.5,0.0722791999578476,10.0
299,325.5,0.13776730000972748,1.0
300,200.0,0.02421046607196331,0.0
301,117.0,0.19817674160003662,0.75
302,196.5,0.14408451318740845,0.75
303,403.5,0.07438859343528748,1.5
304,116.0,0.07370677590370178,10.0
305,262.0,0.15607516467571259,0.5
306,267.5,0.20718629658222198,2.25
307,391.5,0.08001219481229782,-0.5
308,520.5,0.029614849016070366,1.5
309,93.0,0.05197453871369362,2.0
310,373.0,0.46458902955055237,2.0
311,72.0,0.07126391679048538,-1.0
312,146.5,0.3806875944137573,0.5
313,78.5,0.28345799446105957,1.5
314,248.0,0.47507622838020325,4.75
315,110.5,0.22211414575576782,2.0
316,228.5,0.38990938663482666,5.0
317,488.5,0.119025819003582,0.0
318,285.0,0.04435821995139122,0.5
319,92.0,0.15632747113704681,1.25
320,198.5,0.46544167399406433,1.5
321,131.0,0.20948772132396698,0.0
322,119.0,0.31314364075660706,1.0
323,550.5,0.16097572445869446,-0.25
324,191.5,0.05388447642326355,0.0
325,254.5,0.24470195174217224,-0.5
326,37.0,0.03538084402680397,-1.5
327,187.5,0.7905812859535217,0.0
328,321.5,0.22027572989463806,3.75
329,161.5,0.09244155883789062,0.5
330,99.0,0.08731941878795624,-0.5
331,95.0,0.42642897367477417,1.25
332,85.0,0.39239227771759033,0.75
333,120.5,0.6878737807273865,0.5
334,140.0,0.10807529836893082,0.75
335,223.5,0.29314056038856506,0.0
336,530.5,0.1626284420490265,0.5
337,58.0,0.09926421195268631,0.5
338,239.5,0.5689727663993835,-0.5
339,102.0,0.06972005218267441,-0.5
340,170.0,0.2633660137653351,1.5
341,201.0,0.22669444978237152,0.25
342,63.0,0.24301916360855103,1.25
343,387.5,1.1168460845947266,2.25
344,158.0,0.07955106347799301,1.0
345,88.0,0.09243656694889069,0.75
346,130.5,0.2506027817726135,2.0
347,251.0,0.5343284010887146,1.25
348,549.5,0.14864720404148102,-1.0
349,161.0,0.09164109081029892,2.0
350,616.0,0.4564293324947357,-2.0
351,423.5,0.041124846786260605,-1.0
352,262.5,0.137144535779953,0.5
353,154.5,0.11785248667001724,0.5
354,437.5,0.3928173780441284,-0.25
355,346.5,0.058507855981588364,1.0
356,167.0,0.10005304962396622,0.5
357,173.0,0.3636513948440552,0.5
358,760.5,0.31635573506355286,-2.0
359,147.0,0.03667256608605385,1.25
360,768.0,0.41361290216445923,-2.5
361,195.5,0.07147982716560364,9.0
362,167.0,0.20706650614738464,2.0
363,120.0,0.36205583810806274,1.25
364,115.0,0.5084403157234192,2.0
365,143.0,0.44324615597724915,0.5
366,282.5,0.5334372520446777,2.75
367,154.5,0.13585379719734192,0.5
368,162.5,0.3795541822910309,0.0
369,183.0,0.35064294934272766,2.75
370,226.0,0.36709392070770264,5.5
371,236.5,0.1590634286403656,0.5
372,427.5,0.1524045467376709,3.5
373,186.5,0.08675222843885422,10.0
374,545.0,0.1916220486164093,-2.0
375,127.0,0.07547111064195633,2.0
376,97.0,0.3784158527851105,3.0
377,169.5,0.28833436965942383,0.0
378,204.0,0.04110202565789223,7.25
379,123.0,0.20009954273700714,0.25
380,292.0,0.31031352281570435,6.25
381,133.5,0.17764104902744293,0.25
382,150.5,0.30052900314331055,10.0
383,86.0,0.20999693870544434,2.0
384,550.0,0.6283403635025024,2.0
385,317.5,0.10600889474153519,8.0
386,269.5,0.09316115826368332,6.25
387,144.0,0.21503187716007233,0.25
388,427.5,0.5225447416305542,4.5
389,339.5,0.11714417487382889,9.0
390,356.5,0.10904525220394135,2.0
391,141.5,0.08691432327032089,6.5
392,275.0,0.07682883739471436,4.5
393,164.5,0.16779841482639313,2.75
394,156.0,0.3302001357078552,10.0
395,168.0,0.20069919526576996,7.25
396,532.5,0.2880154252052307,1.0
397,218.5,0.13586293160915375,7.25
398,372.0,0.22020329535007477,4.0
399,183.5,0.1384904533624649,3.75
400,727.0,0.2187885344028473,2.0
401,681.0,0.06605193018913269,1.0
402,133.5,0.08200382441282272,10.0
403,169.0,0.30497631430625916,4.5
404,470.5,0.19515648484230042,-0.25
405,231.0,0.09591354429721832,7.25
406,484.0,0.08282800018787384,2.25
407,487.5,0.09830818325281143,0.5
408,121.0,0.20008832216262817,4.5
409,211.5,0.23145145177841187,7.0
410,200.5,0.2446446269750595,4.75
411,176.0,0.261614590883255,2.75
412,274.5,0.2315114438533783,4.75
413,71.0,0.1571490466594696,0.5
414,494.0,0.7475352883338928,-0.5
415,233.5,0.10149875283241272,1.25
416,199.0,0.22818505764007568,6.5
417,322.5,0.24924184381961823,2.625
418,147.0,0.1666804403066635,5.75
419,249.0,0.24003659188747406,7.25
420,289.0,0.1926640272140503,7.25
421,289.0,0.19111290574073792,7.25
422,174.0,0.13639891147613525,7.25
423,161.0,0.23713922500610352,7.5
424,272.0,0.1667175590991974,4.5
425,103.0,0.2024824321269989,7.25
426,191.5,0.22612550854682922,5.0
427,252.5,0.15139730274677277,3.75
428,286.0,0.21238547563552856,6.25
429,220.0,0.20272819697856903,5.125
430,184.5,0.11499910801649094,4.5
431,255.0,0.1843942552804947,4.5
432,173.0,0.11513593047857285,1.75
433,98.0,0.19425778090953827,4.5
434,245.5,0.169011190533638,7.25
435,239.0,0.12676741182804108,2.5
436,696.0,0.18347474932670593,2.0
437,190.0,0.051971279084682465,10.0
438,161.0,0.22732378542423248,4.5
439,352.5,0.24555237591266632,4.5
440,213.5,0.16752372682094574,10.0
441,768.0,0.07223744690418243,-2.5
442,480.0,0.02360685169696808,2.0
443,768.0,0.07907921075820923,-1.5
444,188.0,0.0510827898979187,7.25
445,235.0,0.18667072057724,6.75
446,220.0,0.2611595094203949,4.0
447,593.0,0.17940442264080048,2.625
448,164.0,0.09390997141599655,10.0
449,288.5,0.08112958818674088,7.25
450,153.0,0.20693011581897736,4.5
451,635.0,0.2576580345630646,0.5
452,340.5,0.04191833734512329,4.5
453,254.5,0.15156228840351105,10.0
454,330.5,0.08942952007055283,5.25
455,219.0,0.18535888195037842,10.0
456,247.0,0.3312719166278839,4.5
457,91.0,0.16429764032363892,10.0
458,248.0,0.30480900406837463,7.875
459,204.5,0.1362549364566803,7.25
460,166.5,0.20294228196144104,10.0
461,344.5,0.08930135518312454,4.5
462,251.5,0.13867120444774628,7.875
463,120.5,0.07851161807775497,5.125
464,213.0,0.34514492750167847,5.0
465,285.0,0.24415190517902374,5.125
466,408.0,0.12127771228551865,4.5
467,569.5,0.14756643772125244,2.0
468,131.5,0.10128742456436157,4.5
469,768.0,0.12351065129041672,-0.5
470,204.0,0.028751974925398827,7.875
471,218.5,0.10478392988443375,10.0
472,192.5,0.2286316454410553,4.75
473,608.5,0.3031393587589264,3.0
474,274.0,0.0988910049200058,10.0
475,85.0,0.1814742386341095,10.0
476,447.5,0.23142237961292267,4.5
477,356.5,0.14827729761600494,4.5
478,263.5,0.1323433667421341,7.25
479,265.5,0.03735760226845741,10.0
480,141.0,0.23759877681732178,10.0
481,230.5,0.281484454870224,4.5
482,257.5,0.37027600407600403,5.75
483,236.0,0.2046220898628235,7.25
484,244.0,0.1915668547153473,4.75
485,187.5,0.13420039415359497,4.5
486,462.0,0.157838374376297,1.25
487,204.0,0.0856521800160408,5.25
488,525.5,0.2673616111278534,2.0
489,376.0,0.13237632811069489,4.5
490,169.0,0.17703638970851898,7.25
491,189.5,0.245005801320076,10.0
492,201.0,0.1645665019750595,4.5
493,164.5,0.29416346549987793,7.25
494,187.5,0.2399279922246933,7.25
495,231.5,0.30020609498023987,4.5
496,154.5,0.2542591094970703,10.0
497,167.0,0.10893210023641586,6.0
498,190.0,0.20876817405223846,4.5
499,162.0,0.19237427413463593,4.5
500,172.5,0.1586322784423828,10.0
501,165.0,0.21291618049144745,10.0
502,402.5,0.2354269027709961,7.25
503,528.0,0.11611800640821457,4.75
504,450.0,0.0722469612956047,2.0
505,215.5,0.05352660268545151,10.0
506,303.5,0.19614119827747345,4.5
507,195.0,0.1513279229402542,4.5
508,120.0,0.3461250364780426,10.0
509,197.5,0.35481587052345276,10.0
510,191.5,0.21821069717407227,7.25
511,69.5,0.3348032832145691,4.5
512,182.5,0.36625194549560547,4.5
513,245.0,0.20795829594135284,7.5
514,203.5,0.23944246768951416,10.0
515,164.0,0.18018296360969543,10.0
516,476.0,0.23583264648914337,2.0
517,295.0,0.12004535645246506,4.5
518,245.5,0.20061026513576508,9.0
519,309.0,0.2675234079360962,10.0
520,293.5,0.08193475753068924,0.25
521,178.0,0.09075061231851578,10.0
522,162.0,0.20256976783275604,10.0
523,214.0,0.14771223068237305,7.25
524,198.0,0.2462460696697235,1.5
525,199.0,0.09081126749515533,4.5
526,175.5,0.17735305428504944,1.0
527,207.5,-0.0023100110702216625,4.5
528,357.5,0.18146030604839325,1.0
529,219.5,0.06870809942483902,1.5
530,274.5,0.12430953979492188,4.5
531,182.0,0.23243722319602966,2.0
532,489.0,0.10271074622869492,-1.0
533,547.0,0.06720986217260361,1.0
534,188.0,0.08104272186756134,1.25
535,132.5,0.1667892336845398,2.0
536,505.5,0.21894949674606323,2.0
537,263.0,0.14394482970237732,5.5
538,413.0,0.19368617236614227,5.0
539,405.5,0.1037892997264862,0.75
540,386.0,0.09295650571584702,1.5
541,160.0,0.08036037534475327,2.0
542,267.5,0.26519402861595154,-0.5
543,300.5,0.07882638275623322,1.5
544,160.5,0.06805684417486191,5.75
545,260.0,0.4450358748435974,5.125
546,419.5,0.2318239063024521,0.5
547,153.5,0.17518250644207,3.5
548,161.0,0.43071240186691284,2.0
549,217.0,0.16299520432949066,2.0
550,323.5,0.1487208902835846,1.25
551,499.5,0.14358407258987427,-0.25
552,221.0,0.0812247022986412,2.0
553,217.0,0.22365638613700867,0.0
554,132.5,0.37328970432281494,2.0
555,248.0,0.33901840448379517,1.5
556,463.5,0.10433115065097809,-0.25
557,247.5,0.09035775810480118,1.25
558,126.0,0.1952623873949051,2.0
559,193.5,0.2656274437904358,2.0
560,72.0,0.230147585272789,2.0
561,144.0,0.46829795837402344,1.25
562,197.0,0.21306617558002472,2.0
563,500.5,0.13353025913238525,2.0
564,263.5,0.10377398133277893,1.5
565,300.5,0.09008867293596268,1.25
566,163.5,0.17315669357776642,2.0
567,354.0,0.13878200948238373,1.25
568,212.0,0.21326503157615662,0.75
569,256.0,0.19295242428779602,0.75
570,164.0,0.2704769968986511,1.5
571,304.0,0.1356547325849533,0.25
572,505.5,0.18458645045757294,0.75
573,154.0,0.11645475029945374,2.0
574,121.0,0.24234376847743988,2.0
575,142.0,0.11273571103811264,2.0
576,128.5,0.22491015493869781,1.0
577,349.5,0.5297476649284363,1.5
578,561.5,0.1525755673646927,-1.0
579,141.5,0.12195859849452972,2.0
580,259.0,0.2775401771068573,0.5
581,261.0,0.2665075361728668,2.0
582,730.5,0.38545602560043335,-2.0
583,254.5,0.07453248649835587,2.0
584,762.5,0.23779742419719696,-2.5
585,180.5,0.11794357746839523,1.25
586,768.0,0.22887873649597168,-2.5
587,320.5,0.1374780237674713,1.25
588,183.5,0.1269998848438263,2.0
589,230.5,0.16298088431358337,1.25
590,204.5,0.17515094578266144,1.0
591,231.0,0.46965622901916504,0.5
592,560.0,0.34069639444351196,2.0
593,172.0,0.125883087515831,1.25
594,341.5,0.23168422281742096,1.25
595,317.5,0.122403584420681,10.0
596,206.0,0.23590895533561707,2.0
597,204.0,0.3074740767478943,8.75
598,175.5,0.3044579327106476,5.5
599,214.0,0.21807757019996643,10.0
600,167.0,0.16958655416965485,0.5
601,144.5,0.28439414501190186,2.0
602,214.0,0.14070290327072144,2.0
603,476.5,0.23758652806282043,9.0
604,334.0,0.1381782740354538,1.0
605,536.5,0.09148051589727402,2.0
606,176.5,0.14511682093143463,2.0
607,270.0,0.26052749156951904,2.0
608,212.0,0.2475179135799408,2.0
609,523.0,0.16358709335327148,4.5
610,85.0,0.13986723124980927,3.625
611,456.5,0.6219856142997742,7.25
612,291.5,0.1749034821987152,4.5
613,236.5,0.2512338161468506,7.25
614,177.5,0.2905712127685547,2.0
615,168.0,0.46212202310562134,10.0
616,433.5,0.09380726516246796,-0.5
617,151.0,0.09166378527879715,7.5
618,297.5,0.4590287506580353,6.25
619,236.5,0.2930397093296051,0.5
620,254.0,0.24180220067501068,2.0
621,254.5,0.14018793404102325,4.75
622,303.0,0.2491319477558136,3.125
623,242.5,0.15854743123054504,10.0
624,280.0,0.1820240467786789,1.25
625,183.0,0.1485271006822586,1.25
626,222.5,0.2524835169315338,4.0
627,254.0,0.3880561888217926,5.25
628,328.5,0.2565191686153412,6.75
629,212.5,0.19984492659568787,7.25
630,249.5,0.2812483608722687,3.25
631,259.5,0.335586816072464,7.5
632,635.0,0.33762046694755554,1.5
633,346.0,0.15826980769634247,5.0
634,278.0,0.07065241783857346,4.5
635,204.0,0.2811102569103241,5.5
636,125.0,0.5301792025566101,5.75
637,557.0,0.6595577597618103,4.75
638,313.0,0.11736081540584564,4.5
639,315.5,0.1483454704284668,4.75
640,236.0,0.1818028688430786,6.75
641,353.0,0.2718849182128906,1.5
642,218.5,0.24968181550502777,4.5
643,186.5,0.2730250954627991,7.0
644,203.5,0.46491944789886475,10.0
645,275.5,0.20731215178966522,2.5
646,445.0,0.2549673318862915,2.25
647,136.5,0.17365789413452148,7.5
648,269.5,0.43482348322868347,10.0
649,462.0,0.38282838463783264,8.25
650,768.0,0.2117834985256195,-0.5
651,176.0,0.11735560745000839,10.0
652,146.5,0.19555456936359406,7.5
653,366.5,0.4589492976665497,4.5
654,280.5,0.2160499095916748,4.5
655,191.0,0.4073088765144348,5.375
656,567.5,0.25103503465652466,2.0
657,498.0,0.09391458332538605,2.0
658,290.5,0.1673053503036499,4.75
659,61.5,0.17073842883110046,4.5
660,110.0,0.601793646812439,4.5
661,394.5,0.9557604193687439,4.75
662,245.5,0.34662532806396484,4.75
663,164.0,0.28025031089782715,4.5
664,113.0,0.35886242985725403,2.75
665,307.5,0.5672707557678223,4.5
666,482.5,0.2457275539636612,1.0
667,102.0,0.10369890183210373,4.5
668,338.0,0.6539080142974854,4.5
669,198.5,0.22880804538726807,4.5
670,329.5,0.3033270835876465,4.5
671,334.5,0.20601952075958252,0.5
672,373.5,0.24840232729911804,5.5
673,190.5,0.3624456226825714,10.0
674,184.5,0.27762967348098755,1.0
675,172.0,0.44250795245170593,10.0
676,352.5,0.4646548628807068,0.5
677,184.5,0.2743126451969147,6.5
678,184.0,0.3626531660556793,9.0
679,439.0,0.3494284749031067,1.75
680,363.0,0.18637697398662567,1.0
681,426.5,0.22324435412883759,2.75
682,113.0,0.2342873513698578,1.0
683,320.0,0.6467851400375366,5.5
684,425.0,0.279183954000473,5.5
685,154.0,0.23662127554416656,5.5
686,347.5,0.5053141713142395,7.25
687,432.5,0.21022838354110718,6.0
688,768.0,0.22064413130283356,-1.5
689,281.5,0.1729975938796997,3.5
690,307.5,0.3074371814727783,9.0
691,204.5,0.2949565052986145,6.5
692,300.5,0.37565675377845764,9.0
693,151.5,0.21193961799144745,6.25
694,462.5,0.5179132223129272,6.25
695,214.5,0.20643381774425507,2.75
696,215.0,0.34634464979171753,9.0
697,244.5,0.33290746808052063,1.5
698,416.5,0.3009001314640045,2.0
699,457.0,0.2912633419036865,3.75
700,480.5,0.18800665438175201,0.5
701,413.0,0.1879376322031021,5.25
702,768.0,0.31043702363967896,-2.5
703,475.0,0.12063184380531311,3.75
704,104.5,0.2204681932926178,0.5
705,225.0,0.3049805164337158,6.25
706,377.0,0.23431675136089325,5.5
707,401.5,0.23059920966625214,0.75
708,336.0,0.2530789077281952,4.0
709,408.5,0.42467325925827026,7.25
710,462.5,0.21183398365974426,6.25
711,603.0,0.23780159652233124,0.5
712,607.5,0.12467807531356812,3.25
713,340.0,0.23364096879959106,9.0
714,368.5,0.2843063175678253,9.0
715,656.5,0.2440616637468338,3.25
716,634.5,0.16668526828289032,0.5
717,768.0,0.14466188848018646,-1.5
718,141.5,0.1482190489768982,2.0
719,564.0,0.48113253712654114,-1.0
720,747.0,0.18050120770931244,-1.0
721,197.5,0.1555783897638321,6.25
722,206.5,0.3267509639263153,2.0
723,198.0,0.3721470534801483,5.5
