_step,rewards/train/score/mean,actor/train/kl,completions/train/mean_length
102,1.0,0.055204104632139206,206.0
103,-0.5,0.036390189081430435,206.0
104,-0.25,0.01737593300640583,132.0
105,4.75,-0.0009264657273888588,175.5
106,0.25,0.024386730045080185,117.0
107,5.25,0.0031069733668118715,255.5
108,1.0,0.01300858799368143,165.5
109,6.25,0.0016262481221929193,234.5
110,-0.5,0.026196738705039024,84.0
111,5.75,-0.00721178762614727,157.0
112,0.25,0.02857515588402748,642.0
113,5.0,0.00670646084472537,97.5
114,1.0,0.03134961426258087,192.0
115,7.5,0.002396712778136134,130.5
116,1.5,0.004132099449634552,138.0
117,1.5,0.03153114765882492,289.0
118,1.0,0.00839015282690525,188.5
119,-0.75,-0.0067464387975633144,380.5
120,10.0,-0.0028651333414018154,148.5
121,9.0,0.06042539328336716,141.0
122,1.5,0.041786324232816696,243.5
123,2.0,-0.007296403869986534,288.0
124,6.0,0.017640339210629463,395.0
125,4.5,0.012108397670090199,122.5
126,5.75,0.053652819246053696,100.5
127,3.625,0.09985244274139404,157.0
128,10.0,0.044713690876960754,177.0
129,-1.5,0.03914068639278412,468.5
130,2.0,-0.003963964991271496,190.0
131,7.25,0.022705892100930214,171.5
132,4.5,0.04718935862183571,106.5
133,4.5,0.1203056126832962,307.5
134,4.5,0.01762315258383751,177.0
135,1.0,0.0872148722410202,485.5
136,2.25,0.032941028475761414,162.5
137,3.0,0.060323238372802734,296.0
138,3.25,0.026034358888864517,124.0
139,3.75,0.03599388524889946,209.5
140,10.0,0.02173732966184616,159.5
141,2.0,0.03135967627167702,241.5
142,4.875,0.029778460040688515,177.5
143,-0.5,0.01619538478553295,124.0
144,6.0,0.010828019119799137,123.0
145,9.0,0.03328080102801323,102.5
146,6.5,0.09465698897838593,147.5
147,4.125,0.055159762501716614,162.0
148,-1.5,0.05899781361222267,768.0
149,4.75,0.0024377505760639906,395.0
150,2.5,0.01464176643639803,225.0
151,3.5,0.01593020185828209,161.0
152,4.5,0.011478317901492119,115.0
153,9.0,0.0875893384218216,242.5
154,2.0,0.09756358712911606,465.5
155,-0.5,0.01595761999487877,327.0
156,9.0,-0.004552745260298252,188.0
157,4.75,0.02035236917436123,527.5
158,2.5,0.026369107887148857,188.5
159,1.0,0.024241944774985313,109.0
160,1.5,0.033000167459249496,162.5
161,0.5,0.002948696492239833,157.0
162,-2.5,0.04058367758989334,768.0
163,4.5,0.0016772797098383307,177.5
164,2.5,0.05550752207636833,258.0
165,5.25,0.019340788945555687,193.0
166,4.5,0.018240658566355705,134.0
167,4.75,0.053028032183647156,176.0
168,5.75,0.06343014538288116,130.0
169,6.5,0.0824703499674797,208.0
170,6.5,0.033313922584056854,181.0
171,4.5,0.041855525225400925,161.0
172,10.0,0.05969581380486488,113.5
173,4.75,0.11097869277000427,179.5
174,4.5,0.05970344319939613,218.0
175,4.5,0.04772372916340828,116.5
176,10.0,0.08556398004293442,158.0
177,4.5,0.050112683326005936,217.0
178,2.5,0.03477610647678375,473.0
179,10.0,0.017419321462512016,119.5
180,7.25,0.06547792255878448,243.0
181,5.25,0.0761161595582962,230.0
182,4.5,0.07457756996154785,177.5
183,10.0,0.07016722112894058,120.0
184,2.5,0.10270894318819046,174.5
185,8.0,0.11051080375909805,125.5
186,10.0,0.0011638473952189088,163.0
187,6.0,0.10791575908660889,278.0
188,4.5,0.07452463358640671,260.0
189,-1.5,0.10040535777807236,463.5
190,4.5,-0.0027826980222016573,196.5
191,10.0,0.05149362236261368,100.5
192,10.0,0.10010047256946564,322.0
193,2.0,0.019612794741988182,133.0
194,6.0,-0.0017126485472545028,217.5
195,4.5,0.07278749346733093,147.5
196,4.5,0.05570071190595627,250.0
197,10.0,0.071597620844841,198.5
198,4.5,0.11389730125665665,89.5
199,5.125,0.05962785705924034,126.0
200,3.0,0.0818835198879242,251.0
201,10.0,0.016105128452181816,66.5
202,4.5,0.24156947433948517,143.0
203,10.0,0.09860490262508392,138.0
204,6.5,0.07699696719646454,196.5
205,1.0,0.07219380140304565,225.5
206,4.5,0.004885523114353418,235.0
207,4.5,0.0393826887011528,97.0
208,10.0,0.08477957546710968,172.5
209,-0.5,0.062004588544368744,87.0
210,5.75,-0.012313646264374256,132.0
211,6.5,0.05258944630622864,215.0
212,7.25,0.020616039633750916,150.0
213,6.0,0.039541441947221756,169.0
214,10.0,0.00859319232404232,151.5
215,5.5,0.08066117018461227,164.5
216,7.25,0.031004374846816063,115.0
217,1.25,0.06655947118997574,596.5
218,10.0,0.0015912947710603476,161.5
219,10.0,0.032171580940485,107.0
220,-1.0,0.16582775115966797,129.0
221,2.0,0.018611880019307137,446.5
222,5.125,0.018018048256635666,198.5
223,10.0,0.08364295959472656,176.0
224,-0.5,0.07111795246601105,290.5
225,-0.5,0.008828368969261646,244.5
226,7.25,0.0161459818482399,147.0
227,1.0,0.05573062598705292,343.5
228,4.5,0.010465172119438648,164.5
229,5.5,0.04953290522098541,190.5
230,-2.0,0.013291731476783752,324.5
231,0.25,0.024252766743302345,107.5
232,3.75,0.00393497571349144,126.0
233,-0.5,0.14362545311450958,74.0
234,4.5,0.08478118479251862,257.0
235,0.25,0.02305363118648529,264.0
236,3.75,0.008738123811781406,183.0
237,-0.5,0.06001155450940132,139.0
238,7.25,-0.00584168778732419,143.0
239,6.5,0.09101760387420654,149.0
240,8.0,0.028480209410190582,116.5
241,2.0,0.0984843373298645,583.5
242,4.5,0.009781665168702602,170.0
243,10.0,0.055804528295993805,151.0
244,10.0,0.04459434002637863,102.0
245,10.0,0.08561632037162781,263.0
246,7.25,0.02191564440727234,156.5
247,4.75,0.03816279396414757,518.5
248,4.5,0.008824859745800495,191.5
249,7.25,0.044105272740125656,143.0
250,10.0,0.06824128329753876,129.5
251,-0.5,0.12163939327001572,768.0
252,4.5,0.004374019801616669,228.5
253,10.0,0.06361453235149384,133.0
254,10.0,0.06575284898281097,145.0
255,7.25,0.14686807990074158,169.5
256,4.5,0.051171962171792984,96.5
257,2.0,0.0412943959236145,473.5
258,5.0,0.04079132154583931,165.5
259,4.5,0.07918784767389297,139.5
260,5.125,0.029860323294997215,148.0
261,9.0,0.13221870362758636,209.0
262,4.5,0.03635726869106293,90.5
263,10.0,0.06675121933221817,273.5
264,10.0,0.10962604731321335,125.5
265,3.0,0.1096082329750061,114.0
266,5.25,0.1507464498281479,391.0
267,4.5,0.05019845813512802,190.0
268,6.25,0.052372463047504425,171.5
269,7.25,0.08478880673646927,137.0
270,4.25,0.017458943650126457,177.0
271,4.5,0.03129589930176735,137.0
272,10.0,0.030626410618424416,147.5
273,2.75,0.10000156611204147,178.5
274,9.0,0.046740155667066574,127.5
275,3.5,0.09078770130872726,242.5
276,10.0,0.003548883832991123,320.0
277,3.5,0.038510676473379135,100.5
278,6.25,0.06951668858528137,222.5
279,4.5,0.020478414371609688,321.0
280,9.0,0.043902687728405,140.0
281,10.0,0.07583106309175491,90.0
282,3.5,0.11759383976459503,128.5
283,4.5,0.14330509305000305,116.5
284,3.5,0.07291228324174881,170.0
285,1.0,0.09969285130500793,319.5
286,2.0,0.033912282437086105,467.5
287,4.5,0.012958387844264507,302.0
288,8.0,0.0420120432972908,71.0
289,4.5,0.1610642522573471,84.0
290,10.0,0.10412554442882538,140.0
291,4.5,0.063780277967453,146.0
292,3.5,0.057889439165592194,265.0
293,-0.5,0.046761926263570786,160.0
294,5.75,0.061283450573682785,106.0
295,7.375,0.19163256883621216,202.0
296,3.0,0.040004219859838486,316.0
297,0.25,0.03416455164551735,204.0
298,10.0,0.03837401792407036,174.0
299,1.0,0.13737590610980988,209.0
300,4.5,0.021615484729409218,214.5
301,5.25,0.03793061152100563,187.5
302,0.25,0.09165257960557938,116.5
303,10.0,0.052811987698078156,141.5
304,10.0,0.07775190472602844,109.0
305,-2.5,0.15420788526535034,768.0
306,0.25,0.019215082749724388,196.5
307,-1.5,0.038634903728961945,472.0
308,4.5,0.012827008031308651,221.0
309,10.0,0.0741088017821312,91.0
310,1.25,0.046677518635988235,521.0
311,0.25,0.009605832397937775,162.5
312,-1.5,0.06446626782417297,432.5
313,10.0,0.014554251916706562,90.5
314,2.5,0.18300490081310272,214.5
315,-0.5,0.08125314116477966,163.0
316,1.0,0.03645932674407959,137.0
317,-0.5,0.07659217715263367,194.5
318,-1.0,0.03207393363118172,212.0
319,-0.25,0.03660240024328232,79.5
320,1.0,0.1143239364027977,211.5
321,2.0,0.09978292137384415,162.5
322,1.0,0.09404761344194412,96.5
323,-0.75,0.02715553715825081,210.0
324,10.0,0.12920591235160828,146.5
325,-0.5,0.08065427094697952,263.5
326,4.5,0.020738931372761726,190.5
327,4.5,0.07411859184503555,203.0
328,-1.5,0.09229877591133118,488.5
329,1.0,0.04177776724100113,118.0
330,2.5,0.06970281898975372,238.0
331,7.25,0.07818267494440079,135.0
332,1.5,0.15187643468379974,81.0
333,-0.5,0.35545000433921814,141.5
334,2.0,0.031957682222127914,433.5
335,2.5,0.04075244441628456,279.5
336,6.5,0.06093268841505051,248.5
337,-0.5,0.07106494158506393,722.0
338,7.25,0.014993516728281975,203.5
339,3.0,0.11698390543460846,193.5
340,10.0,0.0882965698838234,245.5
341,4.5,0.027736036106944084,176.5
342,7.5,0.05451066419482231,128.0
343,4.5,0.17013023793697357,189.0
344,5.5,0.10895714908838272,242.5
345,4.75,0.05667673051357269,100.0
346,6.5,0.1719324290752411,138.5
347,10.0,0.059790682047605515,141.0
348,4.75,0.06323956698179245,260.0
349,10.0,0.06906178593635559,208.0
350,-0.5,0.07154346257448196,697.5
351,7.25,0.009225762449204922,129.5
352,5.125,0.09844232350587845,182.0
353,4.5,0.1131301298737526,137.5
354,6.0,0.14670565724372864,387.0
355,4.5,0.06021585687994957,191.0
356,4.5,0.050913650542497635,249.5
357,2.0,0.10257134586572647,505.5
358,-0.5,0.028060918673872948,476.0
359,5.75,0.09678777307271957,156.5
360,2.0,0.11331372708082199,484.0
361,10.0,0.03955131396651268,158.5
362,3.0,0.14546741545200348,129.5
363,7.25,0.13928982615470886,154.5
364,1.5,0.12586645781993866,113.0
365,5.75,0.26513388752937317,169.5
366,3.0,0.1515538990497589,159.0
367,-1.5,0.09911071509122849,235.5
368,-1.5,0.09610839933156967,176.5
369,7.875,0.2084636241197586,168.5
370,-0.75,0.11871550977230072,108.5
371,-1.5,0.2692725658416748,290.0
372,-1.5,0.086348757147789,369.0
373,-0.25,0.06070168688893318,93.5
374,-2.5,0.0859384834766388,753.0
375,0.0,0.005221016239374876,130.0
376,0.0,0.13050606846809387,77.5
377,0.0,0.148739293217659,190.5
378,0.25,0.1262679398059845,184.0
379,0.0,0.08018802851438522,195.5
380,0.5,0.04012270271778107,152.0
381,0.0,0.23022378981113434,101.0
382,1.0,0.1639377921819687,139.5
383,-1.5,0.11690456420183182,311.0
384,0.0,0.061237141489982605,324.5
385,-0.75,0.035676050931215286,269.0
386,0.5,0.02433544583618641,181.5
387,2.0,0.03525529429316521,131.5
388,2.0,0.2210068255662918,146.5
389,1.0,0.1938261091709137,306.0
390,2.0,0.11636976897716522,470.0
391,6.5,0.025824347510933876,125.0
392,-0.5,0.1575978398323059,273.5
393,1.0,0.10582774132490158,102.5
394,2.0,0.378267377614975,111.5
395,10.0,0.19700542092323303,126.5
396,-2.0,0.11121468245983124,569.5
397,1.25,0.04969944432377815,181.0
398,-1.5,0.21313700079917908,210.0
399,0.5,0.1382167935371399,168.5
400,-1.25,0.12998045980930328,563.0
401,0.25,0.05222028121352196,323.5
402,0.0,0.13581447303295135,70.5
403,-0.75,0.22801214456558228,245.5
404,-1.5,0.10081992298364639,233.0
405,10.0,0.1831512153148651,206.0
406,4.75,0.11960623413324356,331.0
407,-1.5,0.12723979353904724,313.0
408,-1.5,0.06607311218976974,173.5
409,2.25,0.1546327918767929,138.5
410,-1.5,0.2323511391878128,163.0
411,-1.5,0.13892216980457306,228.0
412,10.0,0.12539100646972656,213.5
413,4.75,0.09335695207118988,475.0
414,1.5,0.03258040174841881,189.5
415,1.5,0.186020627617836,175.0
416,0.5,0.2073255181312561,452.5
417,3.25,0.07106944918632507,205.5
418,3.0,0.11786215007305145,175.5
419,10.0,0.10462985187768936,146.5
420,10.0,0.17339377105236053,200.5
421,10.0,0.12959714233875275,218.0
422,10.0,0.08021750301122665,161.0
423,4.5,0.08911389112472534,106.0
424,2.0,0.21468029916286469,534.0
425,1.5,0.03878659009933472,69.5
426,7.25,0.342673122882843,198.0
427,3.0,0.10067916661500931,184.0
428,7.25,0.12047147750854492,268.0
429,3.0,0.09613689035177231,255.0
430,3.0,0.13574793934822083,180.5
431,4.5,0.15782344341278076,202.0
432,5.75,0.08436215668916702,178.5
433,7.25,0.18086954951286316,187.5
434,5.75,0.13938359916210175,188.5
435,1.5,0.16574037075042725,193.5
436,2.0,0.2804790437221527,505.5
437,5.75,0.05229782685637474,162.0
438,2.0,0.27749213576316833,382.5
439,4.5,0.09820792078971863,358.5
440,10.0,0.08911418914794922,201.0
441,-0.5,0.08081354200839996,675.0
442,7.25,0.019572580233216286,224.0
443,-0.5,0.18034568428993225,656.5
444,7.25,0.023252809420228004,162.5
445,4.75,0.07256467640399933,247.0
446,2.75,0.07770739495754242,382.0
447,-0.5,0.0685044452548027,763.0
448,10.0,0.046452511101961136,286.0
449,4.75,0.10450639575719833,343.0
450,4.5,0.062218766659498215,193.0
451,-0.5,0.2854052782058716,768.0
452,4.5,0.031145162880420685,299.0
453,-0.5,0.08645845204591751,768.0
454,2.0,0.016522083431482315,249.0
455,10.0,0.1933995634317398,175.0
456,7.25,0.1747278869152069,342.0
457,10.0,0.0940968245267868,206.5
458,4.5,0.08361781388521194,128.0
459,7.25,0.26479506492614746,252.5
460,-0.5,0.10284078121185303,288.0
461,4.5,0.1216740608215332,261.5
462,10.0,0.08095581829547882,188.0
463,7.875,0.03780222684144974,280.5
464,2.25,0.07279524207115173,472.0
465,5.75,0.1354331523180008,195.5
466,-0.5,0.1338493674993515,768.0
467,7.25,0.04725254699587822,223.5
468,2.0,0.14141063392162323,522.5
469,-0.5,0.058801278471946716,768.0
470,5.75,0.008688827976584435,201.5
471,6.5,0.20335975289344788,141.5
472,4.5,0.10606600344181061,281.0
473,-0.5,0.07651986181735992,768.0
474,10.0,0.045461833477020264,254.0
475,3.0,0.07845190912485123,87.0
476,7.25,0.38686487078666687,259.0
477,2.0,0.14767973124980927,440.5
478,4.5,0.07331526279449463,266.5
479,3.0,0.07738149166107178,203.5
480,10.0,0.15266188979148865,145.0
481,7.25,0.17602252960205078,170.0
482,5.125,0.16228307783603668,309.0
483,7.25,0.09525406360626221,226.0
484,10.0,0.07888346910476685,400.5
485,3.0,0.039793070405721664,185.5
486,2.0,0.14162293076515198,478.5
487,10.0,0.057065460830926895,170.0
488,4.5,0.19017791748046875,468.5
489,5.125,0.12710066139698029,203.5
490,10.0,0.13557393848896027,151.0
491,2.25,0.09809987992048264,148.5
492,5.125,0.12492270022630692,189.5
493,4.5,0.1395368129014969,120.0
494,10.0,0.17473424971103668,212.0
495,4.5,0.1282210648059845,180.0
496,10.0,0.17407332360744476,137.5
497,6.0,0.20383116602897644,146.5
498,7.25,0.1518266797065735,169.0
499,7.25,0.1902596801519394,175.5
500,3.0,0.09793275594711304,123.0
501,7.875,0.20789121091365814,164.0
502,2.0,0.2299811691045761,515.5
503,10.0,0.06802098453044891,223.0
504,4.5,0.21421007812023163,146.0
505,2.0,0.09972087293863297,257.0
506,4.75,0.08061136305332184,547.0
507,4.5,0.056298308074474335,184.0
508,3.0,0.09157108515501022,103.0
509,6.0,0.10899010300636292,194.5
510,6.5,0.002961734775453806,138.0
511,3.0,0.24506163597106934,84.5
512,2.0,0.07443417608737946,466.5
513,10.0,0.08051414042711258,210.0
514,10.0,0.11080197244882584,167.0
515,6.5,0.06597237288951874,145.5
516,2.0,0.15973405539989471,480.0
517,4.5,0.09063868969678879,301.5
518,7.25,0.12882983684539795,231.0
519,8.0,0.11695851385593414,169.5
520,4.5,0.10537950694561005,225.0
521,10.0,0.12153194844722748,206.5
522,10.0,0.11275429278612137,158.0
523,10.0,0.20815031230449677,412.0
524,10.0,0.08571828901767731,105.0
525,4.5,0.1766442209482193,178.5
526,7.25,0.05617360770702362,117.0
527,10.0,0.11934968084096909,176.0
528,4.75,0.14624546468257904,456.5
529,10.0,0.06310323625802994,169.0
530,5.125,0.2701222896575928,269.5
531,10.0,0.11218167841434479,269.5
532,10.0,0.12999826669692993,190.5
533,6.0,0.09390821307897568,356.5
534,7.25,0.10030198842287064,209.0
535,7.25,0.12276140600442886,136.0
536,0.0,0.20953896641731262,690.0
537,10.0,0.04414011165499687,141.0
538,-0.5,0.2258686125278473,768.0
539,-0.5,0.044885069131851196,768.0
540,-0.5,0.04954299330711365,672.0
541,4.75,0.06487742811441422,474.0
542,10.0,0.07989618182182312,273.5
543,2.0,0.1273147165775299,528.0
544,4.5,0.0683402568101883,193.5
545,6.0,0.26011091470718384,346.5
546,2.5,0.11312562227249146,424.0
547,5.125,0.15658172965049744,279.0
548,10.0,0.12646526098251343,246.0
549,10.0,0.0837956964969635,202.0
550,2.0,0.11231402307748795,551.5
551,3.0,0.06550541520118713,106.5
552,10.0,0.2760957181453705,247.5
553,4.5,0.17151615023612976,243.0
554,2.25,0.14208748936653137,109.5
555,10.0,0.14302879571914673,112.0
556,2.0,0.10380594432353973,494.0
557,10.0,0.07412436604499817,223.0
558,6.5,0.12858711183071136,109.0
559,10.0,0.21268603205680847,185.0
560,10.0,0.22732198238372803,140.0
561,-1.0,0.2821725308895111,548.5
562,10.0,0.07950711250305176,176.5
563,4.75,0.10129804164171219,490.5
564,10.0,0.0854610800743103,345.5
565,7.25,0.08677484095096588,289.5
566,4.5,0.10517698526382446,126.0
567,1.75,0.16117018461227417,160.5
568,2.0,0.31562644243240356,512.5
569,-1.5,0.06970833241939545,8.0
570,10.0,5.499453544616699,120.5
571,8.75,0.16304127871990204,218.0
572,2.0,0.17694561183452606,256.5
573,10.0,0.2496703863143921,102.0
574,10.0,0.10673792660236359,118.0
575,4.75,0.22919636964797974,244.0
576,10.0,0.2965415418148041,144.5
577,5.625,0.16851849853992462,378.0
578,4.5,0.14966696500778198,135.0
579,0.0,0.15927504003047943,196.5
580,7.25,0.23427855968475342,129.5
581,6.25,0.1802491992712021,143.5
582,3.5,0.3764408826828003,207.5
583,10.0,0.18398544192314148,295.5
584,1.0,0.09313785284757614,512.5
585,10.0,0.12770229578018188,111.0
586,0.5,0.19197513163089752,508.0
587,10.0,0.11693575978279114,257.5
588,10.0,0.12040242552757263,140.0
589,5.75,0.1916004866361618,88.0
590,9.0,0.536165714263916,217.0
591,0.25,0.4328378140926361,174.0
592,-1.5,0.37037011981010437,164.5
593,1.5,0.3523038923740387,166.5
594,-1.0,0.3701097369194031,170.0
595,3.5,0.31553763151168823,368.5
596,3.75,0.2767087519168854,130.0
597,2.5,0.3854294419288635,124.0
598,0.75,0.4417167603969574,276.0
599,9.0,0.22121793031692505,268.0
600,2.0,0.3115425705909729,111.5
601,6.75,0.5280154943466187,171.5
602,5.0,0.18988138437271118,103.0
603,3.0,0.5871857404708862,124.0
604,6.875,0.3238650858402252,412.5
605,1.5,0.19267559051513672,228.5
606,2.0,0.2623592019081116,114.0
607,1.25,0.3992680311203003,161.0
608,3.0,0.43743687868118286,165.0
609,-1.5,0.07004023343324661,151.0
610,1.5,0.2656864523887634,230.5
611,-1.0,0.17952196300029755,119.5
612,0.5,0.193550243973732,301.5
613,2.0,0.2666151523590088,267.5
614,10.0,0.23539257049560547,258.5
615,2.25,0.17658671736717224,88.0
616,0.5,0.2695621848106384,493.0
617,2.25,0.10614843666553497,113.5
618,1.25,0.2403929978609085,278.5
619,5.75,0.16795851290225983,259.5
620,3.0,0.12040968239307404,200.5
621,-0.5,0.16780422627925873,768.0
622,-0.5,0.04722198098897934,766.0
623,3.0,0.05276193469762802,216.0
624,3.0,0.13066652417182922,172.5
625,3.0,0.2099202275276184,204.5
626,0.5,0.17441575229167938,581.0
627,1.5,0.08700497448444366,334.0
628,1.5,0.16807818412780762,184.5
629,3.0,0.14051467180252075,230.0
630,0.5,0.12232237309217453,476.5
631,3.0,0.07420868426561356,186.0
632,2.5,0.14744307100772858,325.5
633,3.0,0.11773955821990967,218.5
634,0.5,0.1213436871767044,608.5
635,3.0,0.08437163382768631,106.0
636,0.5,0.19825604557991028,486.0
637,-0.5,0.10912947356700897,768.0
638,1.5,0.03733748942613602,280.0
639,2.25,0.10267723351716995,212.5
640,2.25,0.175978422164917,195.5
641,2.25,0.14606551826000214,139.0
642,2.0,0.1701647788286209,171.0
643,0.5,0.36447077989578247,164.5
644,6.5,0.3307821750640869,219.5
645,1.5,0.11163521558046341,279.0
646,-2.0,0.1357693076133728,119.5
647,3.0,0.2159498780965805,137.5
648,3.0,0.24349215626716614,238.5
649,-0.25,0.06396644562482834,634.0
650,3.75,0.09387030452489853,561.0
651,3.0,0.12629304826259613,152.5
652,3.0,0.20773525536060333,142.0
653,-1.0,0.23834823071956635,369.0
654,-2.0,0.11402463167905807,218.5
655,0.25,0.21473002433776855,289.5
656,3.0,0.3025254011154175,123.0
657,-1.5,0.14206010103225708,209.5
658,-0.5,0.33791327476501465,768.0
659,0.5,0.11950789391994476,329.5
660,-0.75,0.17881594598293304,143.0
661,1.5,0.4935045838356018,410.0
662,5.5,0.1804710179567337,262.5
663,-0.5,0.22952228784561157,511.5
664,2.0,0.13365846872329712,181.0
665,0.5,0.3600338101387024,323.0
666,-0.5,0.20941628515720367,586.5
667,2.0,0.13084381818771362,186.5
668,1.0,0.3990902006626129,517.5
669,0.25,0.18979938328266144,466.0
670,1.0,0.15534935891628265,338.5
671,0.5,0.11866562813520432,294.5
672,-1.5,0.3182472884654999,277.5
673,2.5,0.2746405601501465,179.0
674,2.0,0.2018234133720398,241.0
675,0.5,0.2260679453611374,190.5
676,-0.5,0.3639035224914551,441.0
677,2.25,0.18048730492591858,179.5
678,0.5,0.19993926584720612,157.0
679,4.0,0.40721234679222107,322.0
680,3.5,0.154946967959404,251.0
681,3.75,0.36189332604408264,169.5
682,2.25,0.21939639747142792,121.0
683,2.25,0.14128831028938293,247.5
684,1.0,0.19575919210910797,356.5
685,3.0,0.12391175329685211,104.0
686,3.0,0.28372007608413696,180.0
687,3.0,0.09785764664411545,181.5
688,-0.5,0.18956111371517181,768.0
689,1.5,0.07080012559890747,282.5
690,3.0,0.20672181248664856,170.0
691,3.0,0.1723046600818634,127.5
692,3.75,0.2176162153482437,197.0
693,3.0,0.31376272439956665,148.0
694,0.5,0.2758164405822754,464.0
695,6.5,0.11049025505781174,125.0
696,3.0,0.3633936941623688,83.5
697,2.5,0.19239960610866547,440.5
698,1.5,0.16030584275722504,170.5
699,2.25,0.25494617223739624,177.0
700,3.0,0.1780393421649933,120.5
701,2.25,0.3190450668334961,116.0
702,0.5,0.24774488806724548,465.0
703,2.25,0.09403663873672485,139.0
704,1.5,0.22100922465324402,87.0
705,3.0,0.16597910225391388,137.0
706,0.5,0.21468572318553925,485.5
707,3.75,0.1375454068183899,212.0
708,1.5,0.33223047852516174,143.0
709,3.0,0.22623975574970245,161.5
710,10.0,0.1708333045244217,261.5
711,1.5,0.16019906103610992,145.5
712,3.0,0.21593701839447021,239.0
713,3.0,0.09970062971115112,154.5
714,3.0,0.2685234248638153,118.0
715,3.625,0.21049559116363525,292.5
716,-0.5,0.1727999895811081,768.0
717,1.25,0.11580106616020203,571.5
718,3.0,0.10355978459119797,134.0
719,2.25,0.24852366745471954,208.0
720,2.25,0.17121389508247375,100.5
