_step,rewards/train/score/mean,actor/train/kl,completions/train/mean_length
721,2.25,0.38080471754074097,194.0
722,2.25,0.1665499359369278,101.5
723,6.5,0.18900904059410095,129.5
724,2.25,0.1947087198495865,162.0
725,3.0,0.16053500771522522,195.0
726,2.25,0.22589053213596344,148.5
727,1.5,0.13024181127548218,132.5
728,1.0,0.2391011118888855,495.0
729,1.5,0.09117177873849869,145.0
730,3.0,0.26609334349632263,150.0
731,1.5,0.20519959926605225,183.0
732,3.0,0.11290893703699112,259.0
733,2.25,0.16907039284706116,172.5
734,0.75,0.24633267521858215,726.5
735,3.0,0.1014244556427002,130.0
736,3.0,0.1413501501083374,67.5
737,3.0,0.4372754395008087,163.5
738,3.0,0.07930316030979156,191.0
739,1.75,0.21121759712696075,235.5
740,3.0,0.2061091959476471,255.0
741,1.5,0.0790400505065918,161.0
742,-0.5,0.16506029665470123,768.0
743,1.5,0.12483127415180206,108.5
744,3.0,0.2342222034931183,181.5
745,3.0,0.091183140873909,140.0
746,0.5,0.26426249742507935,547.0
747,2.25,0.10587754845619202,235.5
748,1.75,0.11168600618839264,564.5
749,3.0,0.19289545714855194,152.0
750,3.0,0.13140223920345306,159.0
751,-0.5,0.1259891390800476,768.0
752,1.0,0.08034409582614899,249.0
753,2.25,0.12162887305021286,164.5
754,3.0,0.22241422533988953,246.0
755,0.5,0.0623730793595314,609.5
756,3.0,0.13408489525318146,275.0
757,3.0,0.28740158677101135,123.0
758,3.0,0.260425865650177,95.0
759,3.0,0.16868780553340912,132.5
760,1.5,0.3049158453941345,320.5
761,3.0,0.15437376499176025,153.5
762,0.5,0.3815871775150299,451.0
763,3.0,0.08695262670516968,297.0
764,2.25,0.1208764985203743,161.5
765,5.75,0.26376205682754517,269.5
766,3.0,0.1373848021030426,290.5
767,2.25,0.1430073231458664,122.5
768,10.0,0.22907844185829163,316.5
769,3.0,0.15670627355575562,210.0
770,6.5,0.2974500060081482,306.5
771,2.25,0.11250046640634537,188.5
772,2.25,0.24356712400913239,183.0
773,1.5,0.23699252307415009,128.0
774,3.0,0.2397075742483139,135.0
775,1.5,0.21552009880542755,221.0
776,1.5,0.389022558927536,163.0
777,1.5,0.12579821050167084,146.0
778,3.0,0.20658816397190094,158.5
779,1.5,0.18260252475738525,142.5
780,1.5,0.2814880907535553,159.5
781,0.5,0.2430596500635147,559.0
782,2.25,0.18517588078975677,111.5
783,1.5,0.3766157329082489,148.0
784,3.0,0.2697313129901886,202.5
785,0.5,0.11439106613397598,515.5
786,3.0,0.170041024684906,317.0
787,4.75,0.14402519166469574,676.5
788,3.0,0.14502771198749542,120.5
789,3.0,0.21452124416828156,194.5
790,1.5,0.13464152812957764,58.0
791,0.5,0.10055183619260788,549.5
792,1.5,0.14720124006271362,243.5
793,2.25,0.12193837761878967,193.0
794,2.625,0.2970397472381592,507.5
795,3.0,0.13646681606769562,119.0
796,1.75,0.2833608388900757,355.0
797,-0.5,0.30185234546661377,768.0
798,3.0,0.13406142592430115,92.0
799,2.25,0.4759312570095062,179.0
800,6.5,0.31129422783851624,212.0
801,5.75,0.44220033288002014,243.0
802,1.5,0.208993598818779,167.5
803,2.25,0.31738218665122986,275.0
804,3.0,0.27484241127967834,193.0
805,1.5,0.24686050415039062,78.5
806,3.0,0.3116917312145233,199.0
807,1.5,0.32441776990890503,318.5
808,3.75,0.16510312259197235,173.0
809,1.5,0.23247277736663818,177.5
810,3.0,0.24135950207710266,187.5
811,2.625,0.19880491495132446,605.0
812,4.5,0.1340336948633194,214.5
813,3.0,0.19735576212406158,156.5
814,1.5,0.266813188791275,162.5
815,2.25,0.28582894802093506,89.0
816,1.5,0.528747022151947,156.5
817,0.5,0.3319185674190521,431.5
818,1.5,0.34980225563049316,140.0
819,3.0,0.1685154289007187,204.5
820,5.75,0.19833414256572723,232.5
821,2.25,0.3074455261230469,163.0
822,1.5,0.2529759109020233,95.0
823,1.25,0.2269178181886673,491.0
824,3.75,0.17251187562942505,204.5
825,3.0,0.19067230820655823,243.0
826,10.0,0.2393212616443634,196.0
827,1.0,0.19297268986701965,113.5
828,1.5,0.6113516092300415,207.5
829,3.0,0.41785377264022827,224.5
830,7.25,0.17356932163238525,172.5
831,3.0,0.33278876543045044,244.0
832,10.0,0.3990246057510376,131.5
833,4.75,0.3636777102947235,506.0
834,10.0,0.3016056418418884,229.5
835,6.0,0.21514195203781128,192.5
836,3.0,0.24306374788284302,142.5
837,10.0,0.36453455686569214,245.5
838,1.5,0.4445207715034485,136.5
839,0.5,0.2532021701335907,532.0
840,3.75,0.20458613336086273,214.0
841,1.5,0.24699267745018005,124.5
842,10.0,0.5105249881744385,296.5
843,6.5,0.14883680641651154,210.5
844,4.5,0.3884395658969879,313.5
845,5.25,0.2763669788837433,419.0
846,3.0,0.30618488788604736,151.5
847,4.0,0.27534040808677673,98.0
848,3.0,0.5455100536346436,165.5
849,3.5,0.322772741317749,272.5
850,6.5,0.2087719738483429,115.5
851,1.5,0.3504720628261566,298.0
852,1.0,0.2849980294704437,464.0
853,10.0,0.22707048058509827,171.0
854,10.0,0.35359182953834534,122.0
855,7.25,0.562152624130249,167.5
856,10.0,0.37824374437332153,118.5
857,10.0,0.4781629741191864,112.5
858,6.5,0.31028836965560913,113.5
859,4.5,0.26370662450790405,130.0
860,7.25,0.49872127175331116,124.0
861,2.0,0.40227246284484863,543.5
862,7.875,0.2587383985519409,223.0
863,8.0,0.24349704384803772,122.0
864,10.0,0.37521833181381226,125.0
865,7.25,0.2652694582939148,208.5
866,5.0,0.429733544588089,285.0
867,2.0,0.28988775610923767,451.0
868,7.25,0.3454531729221344,132.5
869,4.75,0.537600576877594,200.0
870,7.25,0.47401851415634155,234.5
871,7.0,0.3317088782787323,318.5
872,5.25,0.2237263172864914,234.5
873,10.0,0.3461785614490509,143.5
874,4.5,0.5394148230552673,171.0
875,-0.5,0.4375001788139343,768.0
876,7.5,0.2682015895843506,344.5
877,4.5,0.25099751353263855,216.5
878,5.75,0.5522240400314331,219.0
879,5.25,0.37271469831466675,179.0
880,8.0,0.393993079662323,407.0
881,2.0,0.24584706127643585,566.5
882,5.125,0.28092947602272034,226.5
883,2.0,0.3288705348968506,579.0
884,10.0,0.3319701850414276,179.5
885,4.5,0.30278024077415466,168.5
886,-0.5,0.38845083117485046,768.0
887,4.5,0.21564781665802002,147.5
888,10.0,0.4195824861526489,289.0
889,10.0,0.35535481572151184,151.0
890,7.25,0.22983217239379883,221.5
891,10.0,0.3245193660259247,71.5
892,7.875,0.2960432469844818,311.5
893,5.25,0.37243330478668213,107.0
894,10.0,0.29137468338012695,306.5
895,4.75,0.3541676104068756,100.5
896,10.0,0.6050111651420593,173.5
897,7.25,0.192927286028862,120.5
898,4.5,0.4972355365753174,151.0
899,7.25,0.2609885632991791,166.5
900,-0.5,0.47164836525917053,768.0
901,10.0,0.1982874721288681,192.5
902,7.25,0.32739928364753723,101.5
903,5.75,0.36256328225135803,216.5
904,4.5,0.6589760780334473,120.5
905,4.75,0.4009259343147278,139.0
906,4.5,0.7177760601043701,218.0
907,4.5,0.3114564120769501,58.5
908,5.25,0.8966492414474487,245.5
909,6.0,0.2841775119304657,156.0
910,10.0,0.2506348192691803,160.0
911,2.0,0.2962649464607239,492.5
912,-0.5,0.22690661251544952,768.0
913,2.0,0.27446505427360535,511.0
914,10.0,0.34192904829978943,262.5
915,4.5,0.5407076478004456,95.0
916,7.25,0.608176589012146,381.5
917,10.0,0.4282814562320709,211.5
918,7.25,0.42445117235183716,157.0
919,4.5,0.3263411223888397,420.5
920,7.25,0.4277033805847168,401.5
921,2.5,0.34616315364837646,70.0
922,7.25,1.1302772760391235,206.5
923,10.0,0.30368557572364807,107.0
924,-0.5,0.22542834281921387,768.0
925,10.0,0.2770311236381531,216.5
926,10.0,0.5549024343490601,100.0
927,10.0,0.5787721872329712,202.5
928,6.0,0.49609407782554626,221.5
929,7.25,0.3526703715324402,416.5
930,7.25,0.31553566455841064,159.0
931,5.0,0.4582790434360504,287.0
932,4.5,0.21048176288604736,296.0
933,10.0,0.4037531316280365,157.0
934,4.5,0.41782239079475403,129.0
935,4.5,0.43054041266441345,189.5
936,4.5,0.23788763582706451,115.0
937,10.0,0.5186669826507568,138.0
938,7.25,0.43095508217811584,291.5
939,10.0,0.39688199758529663,229.0
940,7.25,0.46654874086380005,186.0
941,7.375,0.3601844608783722,178.0
942,10.0,0.4073725640773773,263.5
943,7.25,0.42702561616897583,173.5
944,0.5,0.47102367877960205,610.5
945,2.0,0.3157705068588257,168.5
946,10.0,0.5602546334266663,200.5
947,4.5,0.5277864336967468,177.5
948,10.0,0.5789835453033447,204.0
949,4.5,0.4650026261806488,346.5
950,4.25,0.4683105945587158,184.5
951,5.75,0.3799322247505188,117.5
952,10.0,0.7798483967781067,180.0
953,4.5,0.3201090097427368,139.0
954,7.25,0.30413922667503357,181.5
955,10.0,0.5045335292816162,351.5
956,4.5,0.31515637040138245,156.5
957,5.125,0.46147391200065613,125.5
958,4.5,0.47380784153938293,233.5
959,7.25,0.5429814457893372,369.0
960,7.25,0.36948972940444946,167.0
961,7.25,0.3131773769855499,280.0
962,4.5,0.37986528873443604,128.5
963,3.0,1.0024006366729736,140.0
964,4.75,0.5722935199737549,137.0
965,4.5,0.5806739330291748,166.5
966,7.25,0.5588178634643555,140.5
967,5.0,0.198818176984787,339.5
968,2.5,0.5755489468574524,310.0
969,4.5,0.386924684047699,93.5
970,2.0,0.8384982943534851,589.5
971,10.0,0.2835811376571655,182.5
972,10.0,0.3768215775489807,200.5
973,5.125,0.4384734630584717,171.0
974,5.875,0.4904421269893646,131.5
975,7.5,0.2174088954925537,230.5
976,1.5,0.5487224459648132,70.5
977,4.5,0.8277847766876221,260.0
978,5.25,0.44134169816970825,249.0
979,7.875,0.5326228141784668,131.0
980,10.0,0.42041367292404175,223.0
981,1.5,0.4968971610069275,111.0
982,4.5,0.5007768869400024,185.0
983,7.25,0.5100416541099548,252.5
984,10.0,0.3967401683330536,123.0
985,5.75,0.66291344165802,266.0
986,4.5,0.4596707224845886,159.5
987,7.25,0.5062715411186218,167.5
988,10.0,0.5515883564949036,221.5
989,5.75,0.3817976713180542,162.0
990,4.5,0.34636712074279785,147.0
991,7.25,0.24962393939495087,165.5
992,7.25,0.5095803737640381,255.0
993,8.0,0.4479014277458191,354.5
994,1.5,0.2542650103569031,63.0
995,7.875,0.6062992811203003,199.0
996,7.25,0.4609847366809845,177.0
997,7.5,0.3386744260787964,134.5
998,2.0,0.34603017568588257,508.5
999,10.0,0.33769530057907104,333.0
1000,4.75,0.3199147880077362,135.0
1001,5.25,0.6423725485801697,147.5
1002,3.5,0.5594004988670349,304.5
1003,5.75,0.4226750135421753,139.5
1004,1.5,0.2203589528799057,80.0
1005,4.5,0.3401172459125519,180.5
1006,3.0,0.5043094158172607,185.0
1007,4.5,0.38689279556274414,219.5
1008,10.0,0.24783454835414886,143.5
1009,10.0,0.5139843821525574,334.5
1010,2.75,0.33995184302330017,410.0
1011,5.125,0.23450778424739838,318.0
1012,3.0,0.37694403529167175,620.5
1013,5.0,0.3413389027118683,171.5
1014,5.25,0.6182558536529541,341.0
1015,4.5,0.314170777797699,151.0
1016,10.0,0.5069141983985901,216.0
1017,5.75,0.2156313806772232,148.0
1018,2.0,0.4789731502532959,597.5
1019,7.25,0.40231385827064514,201.0
1020,7.875,0.5334487557411194,135.5
1021,10.0,0.5364174842834473,142.0
1022,7.25,0.20339061319828033,140.5
1023,9.25,0.4431266188621521,147.0
1024,4.5,0.38345760107040405,164.0
1025,4.5,0.47812309861183167,113.5
1026,4.5,0.5367016792297363,400.5
1027,4.5,0.32649150490760803,175.5
1028,7.25,0.5695204138755798,213.0
1029,6.0,0.4864300489425659,132.0
1030,2.0,0.3962012529373169,521.0
1031,4.75,0.3169534206390381,440.5
1032,10.0,0.09546513855457306,175.0
1033,10.0,0.320792019367218,109.0
1034,4.75,0.3093496859073639,148.0
1035,7.25,0.5626651644706726,159.5
1036,-0.5,0.746627151966095,768.0
1037,7.25,0.33709916472435,84.5
1038,4.75,0.5401022434234619,164.5
1039,7.25,0.661602258682251,173.0
1040,4.5,0.34536150097846985,74.0
1041,5.75,0.5911961793899536,188.5
1042,2.5,0.5273401141166687,110.0
1043,5.75,0.5592025518417358,107.5
1044,10.0,0.5616004467010498,133.0
1045,7.25,0.6239178776741028,207.0
1046,4.5,0.5625255703926086,285.0
1047,10.0,0.5039276480674744,93.0
1048,7.25,0.5470703840255737,136.0
1049,2.5,0.5500507950782776,160.0
1050,5.125,0.1964440941810608,144.5
1051,10.0,0.5501501560211182,159.0
1052,4.5,0.483392596244812,46.0
1053,2.5,0.9787271022796631,104.5
1054,7.25,0.6857326030731201,222.0
1055,7.25,0.36456385254859924,208.0
1056,-0.5,0.2973884642124176,768.0
1057,3.0,0.40020525455474854,199.0
1058,9.5,0.48841995000839233,466.0
1059,3.0,0.4006028175354004,36.5
1060,10.0,0.7827786207199097,262.5
1061,4.5,0.3747765123844147,165.5
1062,7.25,0.4342039227485657,105.0
1063,7.25,0.4664762020111084,142.0
1064,7.25,0.49719154834747314,114.5
1065,10.0,0.19528639316558838,224.0
1066,4.5,0.37762588262557983,64.0
1067,4.5,0.7282806634902954,167.0
1068,10.0,0.4414871335029602,124.0
1069,4.5,0.4796205163002014,155.0
1070,4.5,0.2400915026664734,125.0
1071,2.0,0.8936808109283447,748.5
1072,10.0,0.23453757166862488,227.5
1073,1.0,0.3406807780265808,173.0
1074,7.25,0.378237783908844,108.5
1075,2.25,0.7399792671203613,134.0
1076,4.5,0.6131141185760498,63.0
1077,10.0,1.1498323678970337,163.0
1078,10.0,0.4168492257595062,89.0
1079,7.25,0.4358348250389099,118.5
1080,10.0,0.4887210726737976,70.0
1081,0.5,0.28524407744407654,39.0
1082,4.5,1.835909366607666,141.5
1083,1.5,0.7625214457511902,57.0
1084,10.0,0.9934550523757935,285.0
1085,-1.5,0.45351487398147583,226.5
1086,10.0,0.3110540211200714,81.0
1087,10.0,0.18457449972629547,107.0
1088,10.0,0.30999067425727844,276.5
1089,5.25,0.2322557419538498,190.5
1090,5.75,0.530969500541687,90.0
1091,3.25,0.9236592054367065,168.5
1092,4.5,0.5182420611381531,153.5
1093,7.25,0.5316529273986816,268.0
1094,10.0,0.4781515300273895,190.5
1095,10.0,0.16299380362033844,368.5
1096,10.0,0.3053708076477051,150.5
1097,0.5,0.2728126347064972,22.0
1098,10.0,2.4590353965759277,276.5
1099,7.25,0.31630516052246094,119.5
1100,4.5,0.6219969987869263,114.0
1101,4.5,0.42107492685317993,404.0
1102,10.0,0.37646105885505676,168.0
1103,7.25,0.2028442621231079,254.5
1104,3.0,0.4253649115562439,139.0
1105,4.5,0.9280790686607361,45.0
1106,10.0,0.3340798020362854,165.5
1107,10.0,0.5049335360527039,133.0
1108,10.0,0.42110416293144226,96.0
1109,7.25,0.5006929636001587,155.5
1110,4.75,0.7981041669845581,128.5
1111,4.75,0.8723364472389221,173.5
1112,4.5,0.4842550754547119,142.0
1113,4.75,0.6501644849777222,162.0
1114,0.0,0.6274986863136292,112.0
1115,8.0,0.6524379253387451,205.5
1116,5.75,0.5089991688728333,259.0
1117,5.75,0.4752672016620636,198.5
1118,2.5,0.45567166805267334,175.0
1119,4.75,0.5536079406738281,213.0
1120,10.0,0.4896146357059479,157.5
1121,7.25,0.10136527568101883,190.5
1122,8.0,0.3150535523891449,402.5
1123,4.5,0.31987065076828003,141.5
1124,4.5,0.6370024681091309,129.0
1125,2.0,0.6515626311302185,297.0
1126,-0.5,0.5769899487495422,768.0
1127,2.0,0.23102280497550964,123.0
1128,10.0,0.9123416543006897,227.0
1129,4.5,0.3290676474571228,106.5
1130,3.75,0.3262249529361725,117.5
1131,4.5,0.4987957775592804,118.5
1132,10.0,0.4688247740268707,115.0
1133,4.75,0.5352369546890259,200.5
1134,4.5,0.58475261926651,201.0
1135,4.5,0.4688431918621063,338.5
1136,6.5,0.428204208612442,65.0
1137,7.25,0.6768356561660767,135.5
1138,7.25,0.6333743333816528,113.0
1139,-0.5,0.40810075402259827,664.5
1140,10.0,0.3301469683647156,316.0
1141,4.5,0.34277620911598206,102.0
1142,4.5,0.4743547737598419,157.5
1143,2.5,0.7073823809623718,249.5
1144,4.5,0.33741632103919983,149.0
1145,2.5,0.5217294096946716,464.0
1146,10.0,0.3120132088661194,117.0
1147,4.5,0.09057117253541946,301.0
1148,10.0,0.4882650077342987,99.0
1149,4.5,0.33988988399505615,131.0
1150,5.25,0.5283190608024597,621.5
1151,10.0,0.2076815515756607,587.0
1152,10.0,0.3192201852798462,135.5
1153,7.25,0.16993577778339386,278.0
1154,7.5,0.3979584276676178,324.5
1155,10.0,0.28723523020744324,302.0
1156,2.0,0.29393061995506287,445.5
1157,10.0,0.22438688576221466,137.5
1158,10.0,0.4743479788303375,84.5
1159,4.5,0.4830124080181122,199.0
1160,10.0,0.5582743287086487,283.0
1161,10.0,0.32983332872390747,318.0
1162,5.25,0.38684332370758057,391.0
1163,-0.5,0.4205538332462311,768.0
1164,7.25,0.3472514748573303,153.0
1165,7.25,0.3655371069908142,203.0
1166,6.25,0.29131409525871277,132.5
1167,5.25,0.5799016952514648,203.5
1168,7.25,0.49163657426834106,113.0
1169,4.5,0.29936712980270386,260.5
1170,7.25,0.5115053057670593,174.5
1171,5.25,0.5744131803512573,338.0
1172,10.0,0.5854948163032532,283.5
1173,2.625,0.2266450673341751,471.5
1174,10.0,0.2800998091697693,101.5
1175,10.0,0.5624291896820068,133.5
1176,10.0,0.20704573392868042,143.5
1177,2.25,0.23750460147857666,578.5
1178,4.75,0.34320300817489624,365.5
1179,10.0,0.4262332320213318,98.5
1180,4.5,0.36253759264945984,213.0
1181,10.0,0.30333831906318665,418.5
1182,5.25,0.32993999123573303,347.5
1183,7.25,0.3436199426651001,222.5
1184,10.0,0.4144352972507477,240.0
1185,7.25,0.4919503927230835,113.0
1186,10.0,0.4221278131008148,177.5
1187,-0.5,0.2559388279914856,768.0
1188,10.0,0.3287978172302246,132.5
1189,8.0,0.2404847890138626,162.5
1190,4.5,0.3798235058784485,308.5
1191,4.75,0.3027731478214264,547.0
1192,2.0,0.3009057343006134,602.0
1193,5.75,0.28781527280807495,294.0
1194,10.0,0.2975323796272278,167.5
1195,10.0,0.7041181921958923,228.5
1196,10.0,0.5593128800392151,171.5
1197,10.0,0.18817122280597687,92.5
1198,3.0,0.28117743134498596,348.5
1199,7.25,0.41555866599082947,258.0
1200,2.0,0.5272476673126221,599.0
1201,5.0,0.3963814079761505,355.5
1202,7.25,0.24823598563671112,191.5
1203,7.25,0.6289058923721313,256.0
1204,4.5,0.43456417322158813,199.0
1205,10.0,0.4694480001926422,325.5
1206,7.25,0.5385779142379761,291.0
1207,4.75,0.43842700123786926,545.0
1208,10.0,0.2975541353225708,157.5
1209,-0.5,0.4656522274017334,768.0
1210,10.0,0.2580612897872925,202.0
1211,7.5,0.5718114972114563,180.0
1212,4.5,0.7092164158821106,424.5
1213,4.75,0.35635021328926086,499.5
1214,4.75,0.2665073573589325,464.0
1215,10.0,0.266931414604187,225.5
1216,10.0,0.33866453170776367,128.0
1217,10.0,0.34039053320884705,255.5
1218,10.0,0.6651965975761414,122.0
1219,4.5,0.205505833029747,265.0
1220,1.0,0.46884021162986755,86.0
1221,2.0,0.6644542813301086,538.5
1222,4.75,0.369416207075119,475.5
1223,10.0,0.2985071539878845,236.5
1224,5.25,0.3743434250354767,201.0
1225,10.0,0.4346071183681488,140.5
1226,4.5,0.2720926105976105,190.0
1227,10.0,0.4809053838253021,198.5
1228,5.125,0.36324942111968994,115.0
1229,10.0,0.4200757145881653,313.0
1230,0.5,0.5422877669334412,680.0
1231,7.25,0.3051142692565918,263.5
1232,8.0,0.4268242120742798,204.5
1233,4.5,0.13266146183013916,212.0
1234,5.75,0.4572601616382599,148.0
1235,10.0,0.35957249999046326,139.5
1236,10.0,0.3183840215206146,287.0
1237,5.75,0.40161946415901184,128.0
1238,4.75,0.5065627694129944,488.5
1239,-0.5,0.3425576984882355,454.0
1240,2.0,0.41168150305747986,520.0
1241,10.0,0.2617088556289673,125.5
1242,7.25,0.5749174952507019,103.5
1243,3.125,0.5678450465202332,216.5
1244,4.75,0.4573809802532196,468.0
1245,4.5,0.21846720576286316,411.5
1246,8.0,0.3543519973754883,205.5
1247,4.75,0.4407820701599121,547.5
1248,4.5,0.4599369764328003,261.0
1249,10.0,0.35505449771881104,82.5
1250,10.0,0.6410834193229675,111.5
1251,-0.5,0.3979341983795166,768.0
1252,2.75,0.278160959482193,126.0
1253,4.5,0.9631487131118774,76.0
1254,5.75,0.9023216962814331,193.5
1255,4.5,0.5945953726768494,331.5
1256,10.0,0.5085473656654358,91.5
1257,7.25,0.43364855647087097,288.0
1258,-0.5,0.5522183775901794,768.0
1259,5.25,0.2996124029159546,120.0
1260,6.0,0.6143297553062439,425.5
1261,4.75,0.34013789892196655,418.5
1262,4.75,0.517253041267395,559.5
1263,5.25,0.26407498121261597,192.5
1264,7.875,0.3559596538543701,117.0
1265,10.0,0.5332595109939575,215.0
1266,5.75,0.5478511452674866,86.5
1267,10.0,0.28069889545440674,307.5
1268,2.0,0.4860454499721527,419.0
1269,4.75,0.41825953125953674,206.5
1270,7.25,0.532728910446167,167.5
1271,10.0,0.642640233039856,187.0
1272,4.5,0.726065993309021,394.5
1273,-0.5,0.3292461931705475,768.0
1274,5.125,0.3750119209289551,291.5
1275,5.25,0.42189836502075195,233.0
1276,10.0,0.47542187571525574,108.5
1277,4.5,0.32871583104133606,175.0
1278,10.0,0.706585168838501,80.0
1279,4.5,0.3185569643974304,144.0
1280,0.5,0.8294178247451782,47.0
1281,4.75,0.7691306471824646,508.5
1282,10.0,0.4005741477012634,131.5
1283,4.5,0.4947790205478668,371.5
1284,10.0,0.4063583314418793,190.0
1285,5.25,0.47568947076797485,277.0
1286,0.5,0.1953326016664505,467.0
1287,4.5,0.31215134263038635,140.0
1288,7.5,0.5147795677185059,144.0
1289,10.0,0.4085146188735962,133.5
1290,7.25,0.41505879163742065,169.0
1291,4.75,0.4114065170288086,514.0
1292,10.0,0.31999000906944275,126.0
1293,4.75,0.595011830329895,418.0
1294,4.5,0.5464476346969604,234.5
1295,2.0,0.5626101493835449,463.0
1296,10.0,0.3480294942855835,140.5
1297,5.5,0.5905502438545227,275.5
1298,2.625,0.49975502490997314,477.0
1299,-0.5,0.4374181032180786,466.0
1300,-0.5,0.43979892134666443,768.0
1301,2.0,0.33164095878601074,616.5
1302,4.75,0.33797430992126465,269.5
1303,10.0,0.403850257396698,124.5
1304,10.0,0.516398012638092,102.5
1305,10.0,0.3981221914291382,130.0
1306,2.0,0.30018866062164307,394.0
1307,5.25,0.40361183881759644,192.0
1308,1.25,0.49367934465408325,544.0
1309,2.0,0.173751100897789,509.0
1310,10.0,0.43180108070373535,123.0
1311,10.0,0.4458065330982208,221.0
1312,3.0,0.40456515550613403,583.5
1313,4.75,0.35529494285583496,469.0
1314,4.75,0.41196975111961365,104.5
1315,7.875,1.06647789478302,307.5
1316,5.5,0.4902811348438263,249.0
1317,5.125,0.6860600113868713,434.5
1318,10.0,0.4192330837249756,154.5
1319,8.25,0.06669236719608307,146.0
1320,4.75,0.6592840552330017,505.5
1321,4.5,0.41903945803642273,413.5
1322,5.75,0.3818306624889374,117.0
1323,7.5,0.3390587270259857,187.0
1324,10.0,0.6282848715782166,107.0
1325,-0.5,0.47039270401000977,768.0
1326,10.0,0.27515432238578796,169.0
1327,6.5,0.27403149008750916,493.0
1328,4.5,0.40959641337394714,173.5
1329,10.0,0.7218087315559387,99.5
1330,-0.5,0.4165853261947632,768.0
1331,4.5,0.33042317628860474,158.0
1332,2.0,0.7547352910041809,585.5
1333,-0.5,0.41584333777427673,768.0
1334,4.5,0.4128795266151428,345.0
1335,10.0,0.39013904333114624,145.5
1336,7.25,0.6773661375045776,204.0
1337,8.75,0.5717138051986694,164.5
1338,-0.5,0.6310254335403442,768.0
1339,6.5,0.2848813533782959,72.0
1340,4.5,0.8348138928413391,118.5
1341,-0.5,0.7174146771430969,768.0
1342,7.25,0.33357900381088257,228.0
1343,4.5,0.48684990406036377,175.5
1344,4.5,0.44486790895462036,164.5
1345,5.75,0.4546585977077484,231.5
1346,10.0,0.4228026568889618,192.0
1347,10.0,0.3817383646965027,173.5
1348,10.0,0.33719053864479065,186.5
1349,2.0,0.5494165420532227,616.5
1350,10.0,0.26927316188812256,117.5
1351,-0.5,0.5791548490524292,768.0
1352,4.5,0.35032662749290466,277.0
1353,6.5,0.4845612943172455,154.5
1354,-0.5,0.34990039467811584,768.0
1355,5.25,0.338344931602478,298.5
1356,7.25,0.4285117983818054,104.0
1357,5.5,0.48503220081329346,246.5
1358,4.75,0.39824891090393066,159.5
1359,10.0,0.7136836647987366,123.5
1360,7.5,0.45838505029678345,127.5
1361,4.5,0.9192357659339905,224.0
1362,4.5,0.4422690272331238,248.0
1363,10.0,0.4763062298297882,271.5
1364,7.25,0.3939214050769806,108.0
1365,2.25,0.4841213822364807,400.0
1366,4.75,0.48160213232040405,192.5
1367,2.0,0.6352495551109314,472.0
1368,5.25,0.3147922456264496,171.5
1369,5.25,0.5174195766448975,159.0
1370,7.25,0.7925325036048889,121.5
1371,10.0,0.4937220811843872,100.0
1372,4.5,0.32200875878334045,110.5
1373,4.5,0.45196333527565,194.0
1374,5.5,0.21115165948867798,248.5
1375,7.25,0.5649340152740479,114.0
1376,-0.5,0.5102367997169495,585.5
1377,7.5,0.3438567817211151,169.0
1378,4.75,0.790069580078125,497.0
1379,4.75,0.5555341243743896,157.5
1380,5.125,0.2582544982433319,290.5
1381,5.125,0.4574054181575775,206.0
1382,4.5,0.6365472078323364,126.5
1383,2.625,0.723337709903717,160.5
1384,4.5,0.6073718070983887,62.0
1385,7.25,1.315468668937683,257.0
1386,10.0,0.5022443532943726,214.5
1387,10.0,0.35659918189048767,136.0
1388,3.625,0.3114446997642517,229.5
1389,2.0,0.6350359916687012,472.0
1390,5.5,0.5467038154602051,200.5
1391,8.0,0.6770923137664795,123.0
1392,2.5,0.6617591381072998,90.5
1393,4.5,0.6768485307693481,234.5
1394,0.5,0.41953277587890625,40.0
1395,10.0,1.1189478635787964,144.5
1396,10.0,0.5487116575241089,143.0
1397,4.5,0.4398072361946106,214.5
1398,5.0,0.5467153191566467,96.0
1399,10.0,0.6087084412574768,234.0
1400,7.25,0.4920010268688202,247.5
1401,2.5,0.5525588989257812,237.0
1402,2.0,0.8822841048240662,664.0
1403,7.25,0.37335216999053955,224.5
1404,4.5,0.6932744383811951,130.0
1405,7.25,0.47375237941741943,186.5
1406,7.25,0.40020817518234253,151.5
1407,10.0,0.46818628907203674,284.5
1408,5.25,0.49303629994392395,106.5
1409,8.0,1.049208402633667,173.0
1410,10.0,0.5615500807762146,108.0
1411,10.0,0.3323262631893158,127.5
1412,10.0,0.2410288006067276,73.5
1413,4.5,0.7272034287452698,70.0
1414,6.5,1.1137295961380005,114.5
1415,4.5,1.0131384134292603,568.0
1416,10.0,0.38128039240837097,84.0
1417,10.0,0.5871674418449402,151.5
1418,7.25,0.48008713126182556,88.5
1419,5.25,0.6742421984672546,165.0
1420,4.5,0.6711716651916504,209.5
1421,6.0,0.5064470767974854,513.0
1422,4.5,0.3123828172683716,182.5
1423,10.0,0.5993883013725281,195.0
1424,7.25,0.37242671847343445,89.5
1425,4.5,0.560996413230896,167.0
1426,4.5,0.8442366719245911,209.5
1427,5.25,0.6001920104026794,162.0
1428,10.0,0.5292271971702576,116.0
1429,-0.5,0.48434776067733765,768.0
1430,0.5,0.27177298069000244,70.0
1431,5.25,0.6297333836555481,113.5
1432,4.5,0.5231858491897583,140.5
1433,7.25,0.6540631651878357,189.5
