completions/train/mean_length,rewards/train/score/mean,_step,actor/train/kl
363.375,7.9375,2217,0.13699282705783844
359.25,5.5,2218,0.18284478783607483
704.875,1.0,2219,0.235982283949852
157.875,8.25,2220,0.14285729825496674
391.125,3.9375,2221,0.24696838855743408
469.375,5.25,2222,0.273030549287796
229.0,9.3125,2223,0.15257787704467773
272.25,7.34375,2224,0.2913323938846588
288.25,8.3125,2225,0.22003212571144104
555.875,5.875,2226,0.205376997590065
623.875,3.125,2227,0.10229235142469406
303.375,6.625,2228,0.167287677526474
256.875,8.3125,2229,0.1475200355052948
192.375,8.1875,2230,0.13711032271385193
228.625,8.3125,2231,0.20750172436237335
219.0,7.25,2232,0.3230070173740387
304.0,6.5625,2233,0.1566375195980072
190.375,9.3125,2234,0.23842290043830872
255.5,10.0,2235,0.2312120497226715
247.875,10.0,2236,0.20185551047325134
512.5,7.8125,2237,0.10351524502038956
296.0,8.875,2238,0.13280002772808075
412.75,5.1875,2239,0.15905188024044037
245.0,8.625,2240,0.16710832715034485
434.875,5.25,2241,0.25783979892730713
359.75,3.875,2242,0.1406816989183426
149.25,10.0,2243,0.1690971702337265
166.25,4.875,2244,0.45404744148254395
314.25,9.3125,2245,0.37502750754356384
248.5,4.1875,2246,0.18014180660247803
523.75,3.25,2247,0.3439474403858185
207.875,5.4375,2248,0.12447164952754974
182.0,10.0,2249,0.2415562868118286
621.625,2.6875,2250,0.25711503624916077
236.25,10.0,2251,0.10178691893815994
237.625,4.5,2252,0.1531207412481308
363.5,6.0,2253,0.24563013017177582
437.0,5.0,2254,0.21840937435626984
189.625,8.9375,2255,0.1913066953420639
195.125,8.8125,2256,0.3271508812904358
257.375,9.125,2257,0.19525083899497986
380.75,7.875,2258,0.11623497307300568
436.5,5.4375,2259,0.16668270528316498
183.25,10.0,2260,0.15015925467014313
324.625,5.0625,2261,0.20138701796531677
198.125,8.125,2262,0.2510942816734314
221.0,8.125,2263,0.27866947650909424
277.625,5.59375,2264,0.20956993103027344
244.0,6.5625,2265,0.13587550818920135
602.625,1.625,2266,0.2618979811668396
273.125,10.0,2267,0.0976775512099266
574.25,5.03125,2268,0.13233092427253723
550.875,0.6875,2269,0.11898672580718994
206.125,4.5,2270,0.09967578202486038
273.125,4.5,2271,0.267905592918396
334.5,4.3125,2272,0.22506141662597656
368.0,10.0,2273,0.22689642012119293
586.0,4.625,2274,0.10983745008707047
304.5,7.25,2275,0.13072358071804047
172.625,9.875,2276,0.13660798966884613
227.875,7.9375,2277,0.2594018578529358
250.75,7.0,2278,0.1917584389448166
682.75,2.5,2279,0.23142102360725403
358.125,4.75,2280,0.09651625901460648
214.125,10.0,2281,0.1896381676197052
338.25,10.0,2282,0.25672125816345215
255.0,9.0,2283,0.11784892529249191
385.25,3.5625,2284,0.1658976674079895
300.25,10.0,2285,0.1982710361480713
500.25,4.625,2286,0.24537499248981476
260.25,5.875,2287,0.12066279351711273
186.25,10.0,2288,0.2374843806028366
592.875,3.5625,2289,0.16878248751163483
550.25,4.4375,2290,0.114051453769207
474.5,4.3125,2291,0.1651194840669632
207.5,10.0,2292,0.2001398652791977
199.875,10.0,2293,0.14805880188941956
567.375,4.6875,2294,0.1257413625717163
201.375,10.0,2295,0.163704052567482
247.75,8.25,2296,0.15861286222934723
213.625,6.5625,2297,0.1439990997314453
520.0,2.28125,2298,0.32525885105133057
455.125,3.3125,2299,0.21533262729644775
264.875,7.25,2300,0.17880739271640778
451.375,4.5,2301,0.21047130227088928
340.625,8.8125,2302,0.15971454977989197
370.0,2.875,2303,0.18186654150485992
264.625,4.5,2304,0.15015029907226562
372.0,9.3125,2305,0.17313019931316376
244.125,4.5,2306,0.12987937033176422
223.75,10.0,2307,0.20495527982711792
310.625,8.5,2308,0.23992742598056793
399.125,10.0,2309,0.1443323791027069
148.125,6.0,2310,0.1129513680934906
744.875,1.4375,2311,0.43057385087013245
326.375,6.0,2312,0.06851328909397125
446.5,4.1875,2313,0.19565439224243164
181.375,10.0,2314,0.14900876581668854
740.625,0.8125,2315,0.16031046211719513
162.5,9.125,2316,0.0937747210264206
221.5,8.1875,2317,0.33892935514450073
573.75,2.0,2318,0.19549204409122467
365.625,8.6875,2319,0.16493600606918335
454.0,4.9375,2320,0.1570993959903717
261.5,5.625,2321,0.2047804743051529
296.625,10.0,2322,0.14195594191551208
217.875,7.9375,2323,0.22318005561828613
414.125,8.4375,2324,0.2681137025356293
193.75,10.0,2325,0.11448100209236145
225.375,7.75,2326,0.1896577775478363
155.625,5.34375,2327,0.16724731028079987
406.5,4.96875,2328,0.247077077627182
577.625,3.3125,2329,0.2427687793970108
311.5,6.625,2330,0.1354023665189743
407.0,5.40625,2331,0.2423962950706482
536.25,4.625,2332,0.1696338653564453
437.125,9.3125,2333,0.14928050339221954
288.875,10.0,2334,0.13632847368717194
283.0,10.0,2335,0.12810491025447845
175.125,7.75,2336,0.09464635699987411
378.625,5.25,2337,0.22369858622550964
149.125,10.0,2338,0.18030089139938354
351.75,10.0,2339,0.2620483636856079
280.25,5.875,2340,0.23071731626987457
378.0,5.875,2341,0.2832300364971161
422.125,3.875,2342,0.14055587351322174
399.625,5.9375,2343,0.22170422971248627
359.0,7.9375,2344,0.17963388562202454
427.25,4.5625,2345,0.17677322030067444
184.25,7.375,2346,0.16186074912548065
224.375,9.0,2347,0.27739769220352173
286.5,10.0,2348,0.17734244465827942
248.5,8.9375,2349,0.12088947743177414
175.5,9.125,2350,0.2364736646413803
204.625,10.0,2351,0.13132581114768982
238.75,10.0,2352,0.2168986201286316
229.5,4.5,2353,0.23265302181243896
160.375,4.0625,2354,0.27416837215423584
470.0,6.6875,2355,0.2564134895801544
344.875,7.03125,2356,0.17467081546783447
719.0,2.6875,2357,0.1896248459815979
266.875,4.5,2358,0.07030847668647766
