actor/train/kl,_step,completions/train/mean_length,rewards/train/score/mean
0.07317609339952469,187,261.25,3.625
0.0336800254881382,188,261.0,-0.25
0.006704948376864195,189,475.75,1.5
0.03526066616177559,190,223.0,-0.5
0.006851735524833202,191,168.5,8.625
0.07554811239242554,192,533.5,-1.125
3.202897642040625e-05,193,138.0,9.0
-0.005658910144120455,194,136.5,-0.5
0.001093043596483767,195,202.5,4.25
0.018889108672738075,196,145.25,0.375
0.052277058362960815,197,309.0,0.25
0.04113837704062462,198,91.25,4.125
0.06844621151685715,199,93.5,1.625
0.021802658215165138,200,266.5,4.75
0.008950548246502876,201,80.0,10.0
0.08244824409484863,202,474.0,1.0
0.007595751900225878,203,147.75,2.125
0.05963179096579552,204,199.25,6.5
0.03409823402762413,205,211.75,0.5
0.004955996293574572,206,492.75,3.5
0.019554853439331055,207,129.75,3.875
0.03260220214724541,208,173.5,10.0
0.04940539970993996,209,293.75,2.5
0.03370975703001022,210,133.5,7.25
0.08088864386081696,211,239.75,4.75
0.012272235006093979,212,174.25,10.0
0.03486746549606323,213,171.75,10.0
0.0417805016040802,214,133.25,9.0
0.07614599168300629,215,255.25,5.0
0.019473714753985405,216,148.25,3.5
0.05520350858569145,217,614.0,1.125
0.009933194145560265,218,359.25,4.125
0.019769450649619102,219,100.0,6.5
0.14228491485118866,220,145.75,3.5
0.12330300360918045,221,420.75,5.125
0.019675374031066895,222,196.5,5.75
0.06968943029642105,223,164.0,8.25
0.05480932071805,224,250.0,5.625
0.03794717788696289,225,345.5,2.3125
0.0456073097884655,226,169.5,5.0
0.04898403212428093,227,354.5,3.25
0.04703352972865105,228,196.5,8.625
0.05838191881775856,229,189.5,9.25
0.06363021582365036,230,553.5,2.5
0.023584619164466858,231,111.0,9.0
0.1375904232263565,232,202.5,4.5
0.04610013961791992,233,186.25,3.5
0.03523048013448715,234,226.25,4.5
0.013774730265140533,235,311.5,5.625
0.04100334644317627,236,239.75,6.875
0.05184384062886238,237,140.0,5.0
0.0863441750407219,238,165.5,8.625
0.0681513100862503,239,183.75,9.5
0.04674142226576805,240,128.0,4.0
0.07785261422395706,241,567.25,2.0
0.015398543328046799,242,179.5,4.5
0.04852871969342232,243,207.75,10.0
0.06845011562108994,244,221.75,10.0
0.041108522564172745,245,178.0,7.25
0.06467780470848083,246,158.5,8.625
0.048760585486888885,247,523.5,4.75
0.010085251182317734,248,200.0,-0.125
0.017442408949136734,249,172.0,5.625
0.08262652158737183,250,155.5,10.0
0.07814837992191315,251,237.0,4.5
0.07853419333696365,252,626.0,0.75
0.021454503759741783,253,137.0,10.0
0.12950798869132996,254,82.0,1.375
0.18723779916763306,255,516.0,0.5
0.010488111525774002,256,242.75,5.875
0.055147960782051086,257,179.0,-0.375
0.01618637703359127,258,151.75,2.5
0.053658369928598404,259,114.75,4.5
0.05677640810608864,260,162.75,4.5
0.06565485149621964,261,191.0,3.625
0.03391316160559654,262,92.75,5.875
0.03831637650728226,263,271.75,3.25
0.038667429238557816,264,152.5,1.5
0.03874283283948898,265,132.75,4.5
0.07107001543045044,266,589.75,-1.125
0.007699412759393454,267,349.25,3.25
0.009450585581362247,268,210.75,10.0
0.0783076211810112,269,180.75,5.875
0.041592247784137726,270,200.75,4.8125
0.04001845791935921,271,143.5,4.5
0.026540962979197502,272,124.5,2.0
0.021791530773043633,273,358.75,3.5625
0.02668777108192444,274,94.0,1.0
0.11997299641370773,275,309.0,1.5
0.012582347728312016,276,331.0,8.25
0.05665341764688492,277,141.5,-0.375
0.0680118203163147,278,485.25,4.625
0.015488828532397747,279,219.5,-0.375
0.05785491690039635,280,98.0,-0.5
0.005058595445007086,281,94.75,5.75
0.139540433883667,282,222.0,4.5
0.057770974934101105,283,138.5,5.875
0.08279735594987869,284,347.75,-1.25
0.006320717744529247,285,309.75,-0.125
0.0009929435327649117,286,768.0,-0.5
0.013249076902866364,287,635.25,-1.375
0.017027683556079865,288,80.0,2.0
0.11004748195409775,289,142.25,6.375
0.05390596762299538,290,176.25,10.0
0.07072644680738449,291,157.5,3.75
0.0500343032181263,292,225.25,4.625
0.05214544013142586,293,234.5,6.25
0.02641477808356285,294,188.25,5.5
0.08365029841661453,295,201.0,7.0
0.07886923104524612,296,280.25,3.5
0.03483274579048157,297,419.5,5.625
0.018557872623205185,298,207.0,6.625
0.056869883090257645,299,195.0,1.5
0.05811026319861412,300,498.75,2.0
0.024315163493156433,301,187.5,10.0
0.07922649383544922,302,170.75,5.875
0.11850601434707642,303,191.25,10.0
0.06353278458118439,304,108.0,10.0
0.15646421909332275,305,609.0,0.75
0.026727385818958282,306,217.0,3.75
0.09133820235729218,307,547.75,3.375
0.02869647927582264,308,394.0,3.875
0.026611343026161194,309,98.25,8.625
0.08229995518922806,310,487.0,1.625
0.022271830588579178,311,160.0,4.5
0.07431616634130478,312,480.0,2.0
0.027365872636437416,313,103.75,10.0
0.17225496470928192,314,266.0,8.625
0.05119537562131882,315,155.75,8.625
0.09972335398197174,316,184.0,6.125
0.1008601188659668,317,599.25,0.25
0.025320544838905334,318,293.0,4.5
0.059867966920137405,319,125.75,8.625
0.13939382135868073,320,340.5,6.0
0.04196339473128319,321,153.5,4.75
0.07526589184999466,322,129.75,6.0
0.08297194540500641,323,445.75,3.0
0.019528504461050034,324,322.75,6.375
0.03412752225995064,325,366.0,4.625
0.06558620929718018,326,375.5,5.5
0.02753547951579094,327,200.75,4.5
0.06725260615348816,328,377.25,3.25
0.046317826956510544,329,312.0,3.375
0.04237554594874382,330,590.25,3.5
0.0410226434469223,331,150.5,8.625
0.1663466989994049,332,147.75,6.5
0.06080052629113197,333,212.5,10.0
0.15803861618041992,334,280.25,3.25
0.06330370903015137,335,253.25,5.875
0.11390135437250137,336,344.0,8.625
0.047894276678562164,337,707.75,-0.25
0.011616437695920467,338,159.5,3.875
0.053002338856458664,339,212.25,4.5
0.08674156665802002,340,180.25,7.25
0.06922516226768494,341,264.25,6.8125
0.04993028938770294,342,166.75,9.0
0.11409596353769302,343,504.25,3.75
0.030917229130864143,344,164.5,10.0
0.09189535677433014,345,154.25,6.5
0.07938484102487564,346,161.75,9.0
0.05629197508096695,347,142.5,10.0
0.07811788469552994,348,355.5,3.875
0.04757588356733322,349,222.25,10.0
0.05489521101117134,350,551.0,2.0
0.035244185477495193,351,508.0,2.0
0.034997083246707916,352,182.75,5.8125
0.1007513478398323,353,121.5,5.875
0.2098059505224228,354,485.75,4.3125
0.038343645632267,355,269.75,4.5
0.06622513383626938,356,356.25,4.0
0.05167282000184059,357,408.5,6.0
0.07219057530164719,358,571.25,3.375
0.03160310164093971,359,193.75,7.25
0.11840790510177612,360,488.5,2.0
0.0393148735165596,361,147.0,8.625
0.10811608284711838,362,179.75,10.0
0.15931962430477142,363,209.0,7.25
0.12589071691036224,364,131.75,8.625
0.18001534044742584,365,167.75,4.5
0.16385376453399658,366,166.25,8.625
0.1026533767580986,367,388.75,4.5
0.07462862133979797,368,304.75,7.375
0.04616772010922432,369,209.75,10.0
0.04926365986466408,370,237.0,8.625
0.10323891043663025,371,342.0,6.625
0.05896906182169914,372,313.5,3.75
0.05688144639134407,373,148.25,7.875
0.20708397030830383,374,768.0,-0.5
0.01496155932545662,375,143.25,10.0
0.10849108546972275,376,84.5,8.25
0.23946981132030487,377,288.75,10.0
0.10940995812416077,378,257.0,7.25
0.13199999928474426,379,311.25,10.0
0.05197660252451897,380,206.5,5.125
0.1611776500940323,381,183.5,8.625
0.10582428425550461,382,136.0,10.0
0.13020868599414825,383,285.5,10.0
0.0536198653280735,384,267.25,10.0
0.051830608397722244,385,323.0,10.0
0.04347696155309677,386,478.0,5.625
0.04228920489549637,387,176.5,10.0
0.17523857951164246,388,391.25,4.25
0.08274424821138382,389,284.25,7.25
0.1292015016078949,390,576.75,1.625
0.03665470331907272,391,154.0,10.0
0.1352882832288742,392,401.25,3.25
0.04979583993554115,393,229.5,8.625
0.10893690586090088,394,354.0,7.375
0.06026611104607582,395,162.25,10.0
0.17066049575805664,396,644.75,2.4375
0.05183497816324234,397,211.0,4.5
0.13363519310951233,398,409.5,8.625
0.07989755272865295,399,768.0,-0.5
0.039706017822027206,400,492.75,3.375
0.06004149839282036,401,426.75,7.375
0.04660220444202423,402,92.25,10.0
0.19229577481746674,403,211.25,10.0
0.06882429122924805,404,629.25,0.75
0.026735780760645866,405,175.5,6.5625
0.15217623114585876,406,384.25,3.25
0.0938885360956192,407,768.0,-0.5
0.035547368228435516,408,235.75,10.0
0.051237694919109344,409,123.0,9.75
0.17367644608020782,410,332.5,7.375
0.05958699434995651,411,162.0,6.1875
0.10263843089342117,412,306.0,10.0
0.08833524584770203,413,188.25,8.0
0.13211758434772491,414,225.5,4.5
0.14812487363815308,415,185.0,10.0
0.11704925447702408,416,114.75,10.0
0.13389940559864044,417,305.5,5.4375
0.0698835477232933,418,178.75,7.625
0.1909378618001938,419,136.25,8.625
0.13007016479969025,420,220.0,10.0
0.08448339253664017,421,214.5,7.0
0.07056403905153275,422,131.0,10.0
0.04024633765220642,423,132.0,7.25
0.05726571008563042,424,607.5,2.0
0.06267896294593811,425,116.0,7.25
0.14224953949451447,426,264.25,8.9375
0.09914326667785645,427,181.5,5.875
0.172944575548172,428,413.5,7.375
0.06730774790048599,429,377.5,3.5625
0.05661044269800186,430,178.0,4.875
0.22415101528167725,431,336.25,3.25
0.06272055208683014,432,176.75,10.0
0.0840253010392189,433,144.0,8.625
0.22337140142917633,434,164.75,6.5
0.12775419652462006,435,175.0,4.5
0.14630404114723206,436,617.5,3.0
0.0435931570827961,437,156.75,10.0
0.10042168945074081,438,391.5,6.0
0.08341123908758163,439,399.25,10.0
0.07123139500617981,440,187.5,10.0
0.07856926321983337,441,679.75,0.75
0.048962272703647614,442,442.0,3.625
0.09069619327783585,443,294.75,4.5
0.11955578625202179,444,167.0,8.625
0.2289162427186966,445,289.75,8.625
0.14205026626586914,446,396.0,4.8125
0.09290990233421326,447,546.25,3.375
0.07190892100334167,448,262.0,8.625
0.1232682541012764,449,382.75,10.0
0.1268865168094635,450,159.0,4.5
0.19110698997974396,451,768.0,-0.5
0.045042648911476135,452,306.25,5.25
0.09324989467859268,453,382.0,7.375
0.07935258001089096,454,500.25,3.375
0.057618021965026855,455,161.75,10.0
0.22764921188354492,456,263.75,4.5
0.12918467819690704,457,119.75,10.0
0.14871884882450104,458,209.25,6.0
0.15332573652267456,459,179.0,6.5
0.1740408092737198,460,170.5,10.0
0.07313161343336105,461,385.0,3.25
0.09238746017217636,462,165.25,8.9375
0.13054914772510529,463,271.25,10.0
0.05625341460108757,464,292.5,5.0
0.1573871523141861,465,260.75,4.8125
0.10261917859315872,466,365.0,2.5
0.09679611772298813,467,296.5,4.5
0.09344188868999481,468,110.25,4.5
0.09711296111345291,469,768.0,-0.5
0.016927873715758324,470,161.0,8.375
0.10024996101856232,471,170.5,10.0
0.10961032658815384,472,463.75,2.0
0.08241771161556244,473,450.25,6.3125
0.08179091662168503,474,254.5,10.0
0.16415295004844666,475,90.5,5.875
0.1637549251317978,476,242.25,4.375
0.1147303506731987,477,370.0,3.25
0.11825606971979141,478,288.5,6.25
0.13785997033119202,479,222.25,10.0
0.1395345777273178,480,123.75,10.0
0.13159149885177612,481,170.5,7.25
0.1978180706501007,482,189.5,5.875
0.16396285593509674,483,187.75,7.25
0.12320291996002197,484,346.5,7.375
0.09080436080694199,485,184.75,4.8125
0.16026172041893005,486,158.75,4.375
0.1265973448753357,487,130.5,8.9375
0.1685623973608017,488,413.5,6.0
0.10857150703668594,489,226.5,4.625
0.1828668862581253,490,246.5,10.0
0.10401356220245361,491,141.25,6.5
0.14131829142570496,492,188.5,4.8125
0.13388875126838684,493,328.0,6.1875
0.12448395043611526,494,224.75,10.0
0.1626184582710266,495,157.25,4.5
0.21766263246536255,496,158.0,10.0
0.12721210718154907,497,186.75,8.0
0.16659767925739288,498,327.75,7.375
0.05825980380177498,499,188.5,9.0
0.10558078438043594,500,163.75,5.75
0.13136957585811615,501,138.5,10.0
0.10805823653936386,502,364.5,7.25
0.10374127328395844,503,270.25,10.0
0.14710694551467896,504,137.0,4.5
0.07835575193166733,505,164.5,10.0
0.15475326776504517,506,187.75,7.25
0.10741549730300903,507,386.0,4.5625
0.1302306056022644,508,125.75,10.0
0.130458265542984,509,228.5,8.75
0.11966167390346527,510,170.25,10.0
0.2972757816314697,511,113.75,10.0
0.0691598504781723,512,216.75,7.375
0.14040620625019073,513,239.0,6.0
0.1002211719751358,514,224.0,10.0
0.07815006375312805,515,144.25,10.0
0.14330123364925385,516,488.75,2.0
0.05563696101307869,517,768.0,-0.5
0.055159084498882294,518,263.75,8.625
0.06613746285438538,519,162.75,6.625
0.10637620091438293,520,367.25,3.25
0.07282178103923798,521,202.75,10.0
0.16230332851409912,522,169.75,10.0
0.1705143004655838,523,314.25,10.0
0.10819956660270691,524,194.25,10.0
0.10241330415010452,525,224.25,0.5
0.12895159423351288,526,190.75,10.0
0.12210523337125778,527,234.0,8.625
0.12397383898496628,528,412.0,10.0
0.07031355798244476,529,186.75,7.25
0.09864713996648788,530,151.0,4.5
0.13549433648586273,531,237.75,7.25
0.1370491236448288,532,267.5,5.875
0.11182510107755661,533,405.0,7.375
0.06822725385427475,534,197.0,5.125
0.12733320891857147,535,119.0,10.0
0.11768655478954315,536,389.75,4.625
0.09496628493070602,537,195.75,4.75
0.19730183482170105,538,485.0,1.375
0.052627015858888626,539,226.25,6.5625
0.15924115478992462,540,294.25,6.25
0.0718146562576294,541,181.75,10.0
0.21652647852897644,542,271.0,3.0
0.027920300140976906,543,287.75,6.375
0.06833736598491669,544,194.25,4.5
0.1595229059457779,545,251.25,3.0
0.11240002512931824,546,362.75,3.5625
0.15463365614414215,547,342.5,2.0
0.08160604536533356,548,243.0,8.25
0.08196832984685898,549,236.75,6.5
0.08187638968229294,550,627.25,2.625
0.058302123099565506,551,191.75,5.875
0.18277056515216827,552,208.25,6.5
0.17014001309871674,553,223.25,4.5
0.1277393400669098,554,132.0,8.25
0.1754806488752365,555,202.75,8.25
0.10614430159330368,556,238.5,5.5
0.15647996962070465,557,199.0,10.0
0.1619291454553604,558,134.0,10.0
0.150404155254364,559,218.75,7.25
0.15374653041362762,560,125.5,10.0
0.20208832621574402,561,162.0,8.9375
0.2055044025182724,562,216.0,5.875
0.1311061978340149,563,517.0,4.75
0.043873973190784454,564,295.25,10.0
0.14639905095100403,565,276.75,5.25
0.14404860138893127,566,181.75,10.0
0.17403648793697357,567,267.0,6.25
0.17062927782535553,568,221.5,4.5
0.10886329412460327,569,267.25,8.625
0.13641779124736786,570,180.0,7.25
0.10022834688425064,571,221.75,7.375
0.13035257160663605,572,434.5,4.625
0.10777096450328827,573,102.0,7.5
0.21995148062705994,574,141.75,10.0
0.1266077607870102,575,145.0,8.625
0.24138638377189636,576,130.5,10.0
0.17098776996135712,577,318.25,5.5625
0.13262416422367096,578,172.25,4.5
0.18568986654281616,579,140.5,7.25
0.17472033202648163,580,235.25,5.875
0.135220006108284,581,161.25,9.375
0.2126215547323227,582,297.5,4.5
0.12469099462032318,583,225.75,8.625
0.18438179790973663,584,453.25,4.625
0.10441870987415314,585,160.25,10.0
0.11404405534267426,586,388.75,6.0
0.12022041529417038,587,252.75,9.0
0.1418691873550415,588,143.25,7.875
0.13494889438152313,589,173.5,8.625
0.18037977814674377,590,196.0,7.25
0.1313391476869583,591,340.0,4.75
0.09388680756092072,592,194.75,4.5
0.13508747518062592,593,150.0,8.75
0.2302044779062271,594,189.75,4.5
0.14011314511299133,595,267.25,5.875
0.1858035773038864,596,189.0,5.875
0.1649142950773239,597,229.5,7.375
0.11612330377101898,598,221.0,1.0
0.09269828349351883,599,247.0,8.625
0.15624888241291046,600,95.5,6.0
0.194923996925354,601,410.75,4.9375
0.07283071428537369,602,140.25,9.0
0.21985994279384613,603,270.75,7.25
0.06638157367706299,604,315.5,5.875
0.1130465418100357,605,448.0,4.5
0.14709340035915375,606,171.75,10.0
0.15332014858722687,607,150.25,5.875
0.09405554831027985,608,205.75,10.0
0.11546771973371506,609,637.25,1.0625
0.05174592509865761,610,216.0,10.0
0.12860359251499176,611,254.75,7.25
0.12477286159992218,612,234.0,2.875
0.08999179303646088,613,233.25,7.25
0.1829826533794403,614,228.5,7.25
0.2098093032836914,615,162.5,10.0
0.10493626445531845,616,371.0,3.25
0.07498456537723541,617,157.25,5.875
0.17749108374118805,618,233.0,6.5
0.16606175899505615,619,307.0,5.5
0.11550604552030563,620,233.25,7.875
0.1874980628490448,621,557.0,2.0
0.04448780044913292,622,208.5,5.125
0.1352739781141281,623,190.25,7.25
0.16342638432979584,624,168.75,8.625
0.1037755087018013,625,187.75,8.25
0.233582004904747,626,253.25,4.5
0.16878993809223175,627,217.25,4.5
0.1735224574804306,628,321.25,6.625
0.12018754333257675,629,238.75,10.0
0.09296169131994247,630,331.75,4.5
0.08766841888427734,631,199.25,4.5
0.1315741091966629,632,576.5,2.0
0.09685950726270676,633,272.0,10.0
0.08633032441139221,634,467.0,3.625
0.08357271552085876,635,136.0,10.0
0.17148321866989136,636,212.75,8.625
0.20134809613227844,637,495.25,6.0
0.10148566961288452,638,352.25,4.5
0.11370410770177841,639,240.25,4.5
0.12678121030330658,640,156.75,10.0
0.14142735302448273,641,130.5,8.625
0.2012370377779007,642,126.25,6.25
0.13311289250850677,643,217.0,5.875
0.21188485622406006,644,224.5,10.0
0.20131967961788177,645,406.5,3.75
0.1253814548254013,646,269.0,7.25
0.13140812516212463,647,211.25,6.375
0.2138810157775879,648,214.5,8.625
0.1344393789768219,649,411.75,10.0
0.12684783339500427,650,338.75,4.5
0.13956016302108765,651,183.0,8.75
0.2116292417049408,652,148.75,10.0
0.15271322429180145,653,359.75,7.25
0.12324563413858414,654,256.0,4.625
0.2019474357366562,655,362.75,6.0
0.09944621473550797,656,204.0,5.875
0.1705159693956375,657,278.25,4.875
0.1520100235939026,658,258.75,6.5
0.10670846700668335,659,283.5,5.5625
0.19087344408035278,660,191.0,5.875
0.26190346479415894,661,339.5,8.625
0.08891686052083969,662,247.75,10.0
0.13959330320358276,663,570.0,1.25
0.08360645174980164,664,143.75,5.875
0.14978182315826416,665,423.5,3.25
0.10483691096305847,666,304.25,4.5
0.08538661152124405,667,172.25,10.0
0.2431018054485321,668,460.25,2.5
0.07647424936294556,669,173.75,10.0
0.2692777216434479,670,222.25,4.5
0.13679024577140808,671,247.0,5.8125
0.16161267459392548,672,424.0,6.25
0.1044551283121109,673,156.5,10.0
0.19031842052936554,674,232.75,5.875
0.12124206125736237,675,253.75,3.75
0.1459849327802658,676,280.75,8.625
0.21549026668071747,677,184.0,8.9375
0.16246317327022552,678,187.0,10.0
0.1477767676115036,679,300.0,4.5
0.1348225474357605,680,217.25,8.625
0.20007547736167908,681,268.0,8.625
0.11208838224411011,682,152.75,8.625
0.1528891921043396,683,224.5,8.625
0.16254141926765442,684,344.0,4.5
0.10716412961483002,685,124.25,10.0
0.26449620723724365,686,177.25,10.0
0.14091823995113373,687,210.25,0.625
0.2028050273656845,688,592.25,4.75
0.06663123518228531,689,253.0,6.625
0.16919352114200592,690,220.5,5.875
0.1991957426071167,691,147.25,10.0
0.21967428922653198,692,190.5,10.0
0.18890418112277985,693,158.5,1.625
0.20782513916492462,694,239.0,5.875
0.17684794962406158,695,144.5,4.0
0.19848796725273132,696,142.0,6.0
0.17655237019062042,697,507.75,3.625
0.11856312304735184,698,172.75,4.5
0.23951953649520874,699,180.0,5.875
0.21827000379562378,700,134.75,5.875
0.24334697425365448,701,280.75,10.0
0.1812858134508133,702,428.75,3.25
0.12218154966831207,703,153.5,10.0
0.22613635659217834,704,120.0,5.875
0.2136572003364563,705,172.75,8.625
0.11854606866836548,706,417.75,3.25
0.12493925541639328,707,377.0,3.5
0.15024922788143158,708,221.25,6.5
0.20659391582012177,709,227.5,10.0
0.10127061605453491,710,374.5,5.125
0.10915334522724152,711,203.0,6.0
0.22287409007549286,712,291.0,10.0
0.19646908342838287,713,211.0,10.0
0.1731462925672531,714,179.5,10.0
0.18270978331565857,715,498.75,3.375
0.07454816997051239,716,681.5,2.0
0.08996142446994781,717,320.25,7.375
0.15960299968719482,718,177.75,10.0
0.170944944024086,719,286.0,5.875
0.19398324191570282,720,480.75,4.5
0.17857269942760468,721,253.5,10.0
0.16561543941497803,722,116.0,8.625
0.2679626941680908,723,153.0,6.25
